"name","ref","id","address/name","address/street","address/street2","address/zip","address/city","address/country_id.id","address/phone","address/fax","address/email","property_payment_term.id","credit_limit","x_nif","x_stat","x_cif","customer","supplier"
"MR AZIM ABASSE BAY ISMAELDJEE","C62041","C62041","MR AZIM ABASSEBAY","LOT 0106 A0/040 TANAMBO AMBALAVATO",,,"MAJUNGA",135,"341019147",,,5,0,,,,"TRUE","FALSE"
"SOMACODIS MAINTRANO","C62042","C62042",,,,,,135,"0324077976/6223911",,,5,0,,,,"TRUE","FALSE"
"MR FAKROU","C62043","C62043",,,,,,135,"320714678",,,5,0,,,,"TRUE","FALSE"
"MENUISERIE D'ARANTA","C62044","C62044",,,,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"QUINCAILLERIE HATIM ne pas toucher","C62045","C62045",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"MR FERIDE (ETABLISSEMENT DES AMIS)","C62046","C62046",,,,,,135,,,,5,150000000,"105012666",,,"TRUE","FALSE"
"MR ABAD","C62047","C62047",,,,,,135,"340408835",,,5,20000000,,,,"TRUE","FALSE"
"G.I.T (GRAND ISLAND TOBACCO)","C62048","C62048","MR MAMOD","EX IMMEUBLE SIPROMAD",,,,135,,,,5,4000000,,,,"TRUE","FALSE"
"MR ARIF (QIE DU QUARTIER)","C62049","C62049",,,,,,135,,,,5,50000000,,,,"TRUE","FALSE"
"TSARA VIDY","C62050","C62050",,,,,,135,"320708386",,,5,15000000,,,,"TRUE","FALSE"
"QUINCAILLERIE HATIM","C62051","C62051",,,,,,135,,,,5,30000000,,,,"TRUE","FALSE"
"QUINCAILLERIE CHOC","C62052","C62052",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"MR MAMOD VASRAM yaar","C62053","C62053",,,,,,135,,,,5,30000000,,,,"TRUE","FALSE"
"MR SERALY (TRANSPORTEUR)","C62054","C62054",,,,,,135,,,,5,3000000,,,,"TRUE","FALSE"
"DINSHAH","C62055","C62055",,,,,,135,,,,5,30000000,,,,"TRUE","FALSE"
"PROMABO","C62056","C62056",,,,,,135,,,,5,17000000,,,,"TRUE","FALSE"
"DINDAR","C62057","C62057",,,,,,135,,,,5,20000000,"165943",,,"TRUE","FALSE"
"PHARMACIE BELVEDER","C62058","C62058",,,,,,135,,,,5,12000000,"53986713",,,"TRUE","FALSE"
"ENTREPRISE SASA","C62059","C62059","MR HERY","LOT 19 B ANTANIMASAJA","BP 645","MAJUNGA",,135,"22 686 07",,,5,20000000,,,,"TRUE","FALSE"
"OUEST AUTOMOBILE","C62060","C62060","MR RICHAD DILAVAR",,,,"TSARAMANDROSO",135,"320712524","6229346",,5,15000000,"146542",,,"TRUE","FALSE"
"CLIENT OCCASIONNEL MAJUNGA","C62901","C62901","ABDOUL",,,,,135,"321110130",,,5,25000000,"6940239",,,"TRUE","FALSE"
"MAGASIN DJO","C67001","C67001",,"BP 147",,"401","ANTSOHIHY",135,"6 701 270",,,5,6500000,"1576407",,,"TRUE","FALSE"
"AMIR AUTO","C67002","C67002","MR AMIR","LOT 201-C ANKIRIRIAKA",,,,135,"6701206/0320497627",,,5,70000000,"7356407",,,"TRUE","FALSE"
"MOHAMMED IDRISS DJAFFAR","C67003","C67003","MR IDRISS","BP 147 HAUTE VILLE ANTSOHIHY 407",,,"ANTSOHIHY",135,"6701770",,,5,50000000,"59050",,,"TRUE","FALSE"
"MR JEAN AGRIVET","C67004","C67004","MR JEAN","AMBALABE ANDREFANA",,,,135,"320795960",,"jean_rasolondraibe@yahoo.fr",5,10000000,"7356407","51609422007000000  ",,"TRUE","FALSE"
"ETS DANIS","C72001","C72001","MR DANIS","LOT 1 H 3  AMBALAKAZAHA SUD",,"316","MANAKARA",135,"7221183/0320599595",,,5,15000000,,,,"TRUE","FALSE"
"LAI TRION KINE JACQUIS","C72002","C72002","MR LAI TRION KINE","LOT 10 E 15","ANKADIRANO","317","MANANJARY",135,"7209081",,,5,0,,,,"TRUE","FALSE"
"HO KUONG ROMAIN","C72003","C72003","MR HO KUONG","BP 119",,"316","MANAKARA",135,,,,5,12000000,"190921",,,"TRUE","FALSE"
"MAGASIN AU LEON","C72004","C72004","MR AU LEON","LOT I G 55 TANJONDAVA",,"316","MANAKARA",135,,,,5,0,,,,"TRUE","FALSE"
"RAVAOARISOA MARIE(SORAFA MANANJARY","C72005","C72005","MR MOISE",,"BP100 FIANANJARY",,"FIANARANTSOA",135,"72.090.93/22 294 86/",,"032 02 684 24 - 032 04 297 53",5,60000000,"476317",,,"TRUE","FALSE"
"QUINCAILLERIE 3 S MANAKARA","C72006","C72006","MR OLIVIER","MANAKARA",,,,135,"72217  1/43","72 212 85",,5,100000000,"5144537",,,"TRUE","FALSE"
"QUINCAILLERIE LE TROC DU CENTRE","C72007","C72007",,"LOT 10/E ANKADIRANO",,"317","MANANJARY",135,"7209081",,,5,3000000,,,,"TRUE","FALSE"
"ESPACE QUINCAILLERIE","C72008","C72008","MME CAROLINE","BP 119 MANAKARA",,,,135,"72 213 37","72 216 90",,5,14000000,"959111",,,"TRUE","FALSE"
"SIDI HOTEL","C72009","C72009","MME HOLAICHINE","MANAKATA 316",,,"MANAKARA",135,,,,5,40000000,"5610933",,,"TRUE","FALSE"
"EX COIN D'OR","C72010","C72010","MME RASOALINA LEONE","AMBALAKAZAHA LOT 2K 340",,,,135,"0320490010/0331107757",,,5,40000000,"6517461",,,"TRUE","FALSE"
"ENTREPRISE VOLA TSARA","C72011","C72011","MME JEANINE","VILLA LE DOMAINE MAHAVOLA MANAKARA",,"316","MANAKARA",135,,,,5,15000000,"189 157",,,"TRUE","FALSE"
"SONY NEGOCE","C73001","C73001","MME LALASOA","FARAFANGANA","EX ETS LALASOA",,,135,"7 300 050",,,5,5000000,"5156309","51105252008000025","0059378/DGI/B","TRUE","FALSE"
"Ets JACQUI","C73002","C73002","JACQUI","FARAFANGANA",,"BP 223","Tanambao",135,"73 00 197/ 0320482162",,,5,150000000,"189 157","423380  ",,"TRUE","FALSE"
"MR RAJAONARY","C73003","C73003","MR RAJAONARY","FARAFANGANA",,"BP 144",,135,"7300023","320427205",,5,0,"9362842",,,"TRUE","FALSE"
"ETS ROLLAND","C73004","C73004","MR ROLLAND","BP 40",,"309","FARAFANGANA",135,"7 300 035",,,5,5000000,"189763",,,"TRUE","FALSE"
"E/SE VINTANA","C73005","C73005","M.JACQUIS","ANKORAOKA MANOMBO","VANGAINDRANO",,,135,"73 00 236",,,5,9000000,"5687773",,,"TRUE","FALSE"
"MME ERNESTINE","C73006","C73006","MMR MONG/MME ERNESTINE","BP144 FARAFANGANA TAMAMSOA",,,,135,"7300174",,,5,5000000,"191017",,,"TRUE","FALSE"
"ETS CHANTAWE","C73007","C73007","MR CHAN WING HONG",,"BP88",,"FARAFANGANA",135,"320500088","7300088",,5,25000000,"2 802 137",,,"TRUE","FALSE"
"C.O.F COMMERCIAL DE FARAFANGANA","C73008","C73008",,"RUE DU 26 JUIN","BP144",,"FARAFANGANA",135,"320431001",,,5,2500000,"4657669",,,"TRUE","FALSE"
"NANCY SAM MENG","C73009","C73009","MME NANCY","FENOARIVO SUD FARAFANGANA",,,"FARAFANGANA",135,"320211037",,,5,20000000,"250718",,,"TRUE","FALSE"
"ESE MANESOR BERNARD (SORAFA)","C73010","C73010","BERNARD","BP92",,,"FARAFANGANA",135,"320502914",,,5,10000000,,,,"TRUE","FALSE"
"THAKRAR MUKESH","C75001","C75001","MR THAKRAR","FIANARANTSOA",,,,135,,,,5,30000000,,,,"TRUE","FALSE"
"BATPRO FNR","C75002","C75002",,,,,,135,,,,5,20000000,"373 49 301",,,"TRUE","FALSE"
"MR NATALY","C75003","C75003",,"FIANARANTSOA",,,,135,"75 500 22/0320740022",,,5,90000000,".",,,"TRUE","FALSE"
"QUINC. DU ROND POINT","C75004","C75004","M. KAZIM","LOT D 081 3601","AMPASAMBAZAHA",,"FIANARANTSOA",135,"032 04 853 13",,,5,0,"10567157",,,"TRUE","FALSE"
"SANTILAL S","C75005","C75005","M. SNEHAL","RUE GENERAL LECLERC","FIANARANTSOA",,,135,"75 501 29",,,5,35000000,"42329301",,,"TRUE","FALSE"
"QIE DILAVARHOUSSEN IDRIS","C75006","C75006","MR DILAVAR HOUSSEN IDRIS","TANAMBO IHOSY",,,"TANAMBAO IHOSY",135,"320214644","7580255",,5,20000000,"1473540",,,"TRUE","FALSE"
"QUINCAILLERIE REMI","C75007","C75007","M. REMI","AMPASAMBAZAHA","FIANARANTSOA","501","FIANARANTSOA",135,"75 500 80","75 500 80",,5,150000000,"228828",,,"TRUE","FALSE"
"AGROMAD","C75008","C75008",,,,,"FIANARANTSOA",135,,,,5,10000000,"2 581 333",,,"TRUE","FALSE"
"TRANOMBAROTRA TSIMANAVAKA","C75009","C75009",,"AMPASAMBAZAHA",,"101","FIANARANTSOA",135,"7552139",,,5,0,"4922931",,,"TRUE","FALSE"
"MAISON DEWANY","C75010","C75010","MR DEWANY","AMPASAMBAZAHA",,"1328","FIANARANTSOA",135,"7551645","7551760/63",,5,100000000,"1163934",,,"TRUE","FALSE"
"MALAZA TRADING","C75011","C75011","MR ZA?R","AMPASAMBAZAHA",,,"FIARANTSOA",135,"7551086/0321165108",,,5,5000000,"1202522",,,"TRUE","FALSE"
"QUINCAILLERIE COMETE","C75012","C75012","MME CHAN SOK LANE AMELIE","LOT D41/3601Ampasambazaha","BP 1194",,"FIANARANTSOA",135,"7551431/0340516206","7551432","amelie.1959@hotmail.fr",5,0,"5000069280","52251 21 1987 0 0003","0117481 du 23 MAI 2011","TRUE","FALSE"
"ANVAR H.DEWANY","C75013","C75013","MR DEWANY","ANTARANDOLO FIANARANTSOA",,,"FIANARANTSOA",135,"321223363",,,5,30000000,"5743954",,,"TRUE","FALSE"
"QIE TSIMANAVAKA","C75014","C75014","MME NERINA  ALNOUR(STYL MOD)","AMPASAMBAZAHA FIANARANTSOA",,,"FIANARANTSOA",135,"321179342",,,5,100000000,,,,"TRUE","FALSE"
"AUTO PIECES MINESH","C75015","C75015","MR TSAKOU MINESH","IMMEUBLE SOCOTA AMPASAMBAZAHA",,,"FIANARANTSOA",135,"7551966/0320555055","7551965/7551315",,5,50000000,"538.605.2 DU 08/03/01",,,"TRUE","FALSE"
"MR MAMOD VALJEE AMIN","C75016","C75016",,,,,,135,,,,5,3000000,"45829301",,,"TRUE","FALSE"
"ZOMATEL SARL","C75017","C75017",,"PLACE DU ZOMA",,,"FIANARANTSOA",135,"75 516 55",,,5,5000000,"9475760",,,"TRUE","FALSE"
"MAGASIN BAPI (QUINCA PIECES)","C75018","C75018","MR IRCHAD","BP1357 ANTARANODOLO",,,,135,"7550641/0320521673",,,5,9000000,,,,"TRUE","FALSE"
"SOMATOLES","C82001","C82001",,"B?timent Chambre de Commerce","DIEGO-SUAREZ",,,135,,"Fax : 82 228 51",,5,15000000,"76676201",,,"TRUE","FALSE"
"IBRAHIM MAMAD FAREED","C82002","C82002",,"6, rue Le Myre de VILLERS","BP 219",,"ANTSIRANANA",135,"82 237 36",,"TRANSPORTEUR EMMANUEL 032 02 590 72/22 432 07",5,5000000,,,,"TRUE","FALSE"
"MAISON ABASSE","C82003","C82003",,"LOT IMMEUBLE",,,,135,,,,5,0,,,,"TRUE","FALSE"
"LAFARGE DIEGO","C82004","C82004",,"DIEGO",,"801","DIEGO",135,,,,5,0,"105 004 158",,,"TRUE","FALSE"
"MAGASIN SOA","C82005","C82005","MR ARUDGY","BP 48 - 5 RUE LA FAYETTE",,"201","ANTSIRANA",135,"8222384","8222384",,5,15000000,,,,"TRUE","FALSE"
"SECREN (ANTSIRANANA)","C82006","C82006","MME JACQUELINE","BP135 DIEGO",,,"DIEGO",135,"8229321",,,5,550000,"158 36 201",,,"TRUE","FALSE"
"T/TRA MISY DIEGO","C82007","C82007","MR KHARMA MICHEL","PKS SCANA",,,"DIEGO",135,"321156125",,"kharma@moov.mg",5,9000000,"6912448","710400082  ",,"TRUE","FALSE"
"MAISON ADNANE","C82008","C82008","M KHOUZEMA","17 RUE LAFAYETTE",,"201","DIEGO",135,"8290142/0324902715",,,5,50000000,"9 475 760 DU 01/09/03",,,"TRUE","FALSE"
"MAMODALY TAHERALY","C82009","C82009",,"ANTSIRANANA RUE JUSTIN BEZARA",,,,135,"0320405074/8291088",,,5,5000000,"76796201",,,"TRUE","FALSE"
"SOMATOLES","C82010","C82010",,"ENCEINTE BATIMENT ET CHAMBRE DE COM","BP6 AMBALAVOLA ANTSIRANANA",,"DIEGO",135,"8291248/0331122802",,,5,0,,,,"TRUE","FALSE"
"QIE MORAVIDY","C82011","C82011","MR BAGVANDJEE ANOUP","RUE SURCOUF RUE DE L'NDEPENDANCE",,,,135,"8223608/0320475895",,,5,0,,,,"TRUE","FALSE"
"STE KINTANA","C82012","C82012",,,,,,135,,,,5,17000000,,,,"TRUE","FALSE"
"DOKANY IMPORT AMBILOBE","C82013","C82013","MR SHOEB",,,,,135,"324075006",,,5,20000000,"8784562",,,"TRUE","FALSE"
"MR AKBARALY ","C82014","C82014",,,,,,135,,,,5,90000000,,,,"TRUE","FALSE"
"MARAJ CO SARL","C82015","C82015","MR KHOUZEMA",,"DIEGO",,,135,"82 222 51",,"marajsarl@yahoo.fr",5,50000000,"8784562","51431/71/2003/0/00060  ","0010204 DGI A","TRUE","FALSE"
"TAHERALY HOUSSENAL","C82016","C82016",,,,,,135,,,,5,50000000,"1896569",,,"TRUE","FALSE"
"TRAN. ZAINY","C82017","C82017","MAMOUDJY","ANTSIRANANA",,,,135,,,,5,0,,,,"TRUE","FALSE"
"MR FIDAHOUSSEN HOUZEFA","C82018","C82018","MR HOUZEFA","NOSSI BE","LA MAISON BOURHANI RUE GALLIENI",,,135,"8261247 /0320712775","8 661 552","bourhani@simicro.mg",5,250000000,"1896569","35  ",,"TRUE","FALSE"
"ENT RAVAKA","C82019","C82019","MR HERY","SAMBAVA CENTRE",,,,135,,,,5,0,,,,"TRUE","FALSE"
"DISCONORD","C82020","C82020","MR HASSIN DJIVA","AVENUE DE L'INDEPENDANCE",,,"ANTSIRANANA",135,"82 236 94/22 29116","82 232 02/22 30481",,5,0,"136137",,,"TRUE","FALSE"
"ESE VITATSARA","C82021","C82021","MR JEAN CHRIST","BP 832 ANTSIRANANA LOT 276 CITE GRA","GRAND PAVOIS",,,135,,,,5,5000000,"034.84.548",,,"TRUE","FALSE"
"NORMATEL","C82022","C82022",,"78, Bis Rue Colbert","B.P 300",,"ANTSIRANANA",135,"82 212 89",,,5,2000000,"600 72 03",,,"TRUE","FALSE"
"TOUT POUR L'AUTO","C82023","C82023",,"RUE ROI TSIMIARO BP 202",,"801","DIEGO",135,"8221698/0320709743",,,5,5000000,"0803.0201",,,"TRUE","FALSE"
"T/TRA SAMBIRANO","C82024","C82024","MR ASGARALY","BP 19 AMBAJA",,,"DIEGO",135,"C/O 2225821","2227503","abhaidjy@gmail.com",5,3000000,"600 72 03","5211871  2004 00113  ","0029099  DU 06/08/09","TRUE","FALSE"
"MAISON DAROUGAR","C82025","C82025","MR ABBASSE DAROUGAR","AVENUE PHILIBERT TSIRANANANA",,"201","DIEGO",135,,,,5,8000000,"9 381 334",,,"TRUE","FALSE"
"INTERNATIONAL HARDWARE","C82026","C82026","MR AMADALY SOLOFO","ANKATAFELY/ AMBAJA",,,,135,"320236717",,,5,15000000,"6696063",,,"TRUE","FALSE"
"T/TRA FANDRODOANA","C82027","C82027","MR CHAMSIDINE","LOT III 621B AMBILOBE",,,,135,"8206646/0320233483",,,5,40000000,"1 914 352",,,"TRUE","FALSE"
"GRAND HOTEL DIEGO","C82028","C82028","MME PRISCA RALPH",,,,,135,,,"comptagh@yahoo.fr",5,8000000,"105 015 648","55101712006000100  ","0057726 DU 12/10/09","TRUE","FALSE"
"SOCIETE IBIS","C82029","C82029","GESTIN PIERRE","PLACE KABARU BP310",,,"DIEGO",135,"320260655",,,5,40000000,"105000815",,,"TRUE","FALSE"
"SMIRNE","C82030","C82030","MR STE?HAN","3.148 04 RUE D'ANKARANA",,"BP240","DIEGO",135,"8222742","8221142",,5,7000000,"15836201",,,"TRUE","FALSE"
"PFOI DIEGO","C82031","C82031",,"""PROPRIETE LAMATRA VILLE BASSE BP""""",,"201","DIEGO",135,"8222121/0320715400","8229339","rrazananaivo@pfoi.mg",5,20000000,"36566201",,,"TRUE","FALSE"
"QUINCAILLERIE FATEMI","C82032","C82032","MR KOUZEMA","17 RUE DE LA FAYETTE",,,,135,"8290142/0324902715",,,5,10000000,"506449",,,"TRUE","FALSE"
"MUSTARY QUINCAILLIER","C82033","C82033","MR MOUSTARY","RUE JUSTIN BEZARA",,,,135,"8221433/0320751831",,,5,50000000,"8912955",,,"TRUE","FALSE"
"QUINCAILLERIE TSIMIALONJAFY","C82034","C82034","ME TAYEBALY SABIR","20 RUE LA FAYETTE",,,,135,"8290268/0324214029",,,5,5000000,"1387204",,,"TRUE","FALSE"
"MAISON TSARA FANDRAY","C82035","C82035","MME ADAMALY SHAMA","AMBANJA","BP115",,"DIEGO",135,"8650151",,,5,3000000,"3273132",,,"TRUE","FALSE"
"MOUSTALY KOURESS","C82036","C82036","MR KOURESS","PAV N?5 ESPACE COMMERCIAL AMBILOBE",,,"DIEGO",135,"340334307",,,5,60000000,"41856201",,,"TRUE","FALSE"
"SHIBAM STORE","C82037","C82037","MR CAED",,,,,135,"8221307/0320485383",,,5,5000000,"22 19 559",,,"TRUE","FALSE"
"COMPTOIR BURHANY","C82038","C82038","MR FIDAHOUSSEN ZAINOUDINE","RUE JUSTIN BEZARA",,,,135,"321106891",,,5,0,"233 529",,,"TRUE","FALSE"
"CL OCCASIONNEL GOULAMALY HOUZEFA","C86001","C86001","MR GOULAMALY","Magasin HAKIMI","Place du March? Hell-Ville BP 116",,"NOSY BE",135,"86 923 15","86 615 69","g-houz@hotmail.com",5,60000000,"5000 479 274 du 08/07/2011","52251 71 2011 0 00482","0197084 du 08/07/2011","TRUE","FALSE"
"QIE DE LA MER","C86002","C86002","M.MOURTOUZA","TSIMARAMARA ROUTE FASCENE","HELL VILLE","BP 106","NOSY- BE",135,"86 612 27",,"qlm@moov.mg",5,50000000,"105003496","51367 71 1991 0 3020  ",,"TRUE","FALSE"
"QIE DE LA MER2","C86003","C86003","M.MOURTOUZA","TSIMARAMARA ROUTE FASCENE","HELL VILLE BP 106",,"NOSY- BE",135,"86 612 27",,,5,20000000,,,,"TRUE","FALSE"
"HASSANALY (QUINC)","C86004","C86004",,,,,,135,,,,5,30000000,"6819985",,,"TRUE","FALSE"
"LO CHINE VOLONIRINA","C86005","C86005","MR BAYA","MAISON TSARALAMBA ANKATAHELY","AMBANJA",,,135,"8650135",,,5,100000000,"237953",,,"TRUE","FALSE"
"S.M.B.T.P","C86006","C86006","MME ROXANNE","NOSY-BE","BP 179",,,135,"86 06 137","86 06 137",,5,15000000,"1790637",,,"TRUE","FALSE"
"MAISON FIDALY","C86007","C86007","MR FIDALY MOUKARRAM","NOSY BE HELL VILLE",,"BP 74","NOSSIBE",135,,"8661375","fita@netclub.mg",5,50000000,"237953","52118711973100000  ",,"TRUE","FALSE"
"NASSIM PIECES AUTOS","C86008","C86008","NASSIM DJOUZAR","110 130 SENGANINGA",,,"NOSY BE",135,"320712706",,"djacks_zen@hotmail.com",5,20000000,"0 1790637","0 0 0 0 4 10  ","0029474 DGI-A ","TRUE","FALSE"
"IRANJA-SICOB GROUPE","C86009","C86009","MME SYLVIE","BP 56 HELL VILLE",,,,135,"8681690/2257110/11",,"320706830",5,0,"9623448","7020971-2003 0 10003","00293 334 DGI/A du 08/07/10","TRUE","FALSE"
"MR NASSIM","C86010","C86010",,,,,,135,"320712706",,,5,20000000,"6890645",,,"TRUE","FALSE"
"SOMEX - COCO PLAGE","C86011","C86011",,,,,,135,,,,5,2500000,"25026207",,,"TRUE","FALSE"
"STE ISLAND TRADE","C86012","C86012","MME HASSANALY","RUE GALIENNE HELL VILLE","BP 459",,"NOSY BE",135,"8663325/0320296416",,,5,7000000.3,"237044",,,"TRUE","FALSE"
"FOAD MARKET","C86013","C86013","MR FOAD HASSAN","CAMP VERT HELL VILLE",,"207","NOSY BE",135,"0320261219/0340124900",,,5,20000000,"1 946 971",,,"TRUE","FALSE"
"SOCONOMA","C86014","C86014","MR YOUSSOUFALLY","RUE DU MARCHE NOSY BE",,,,135,"320716652",,,5,10000000,"24896207",,,"TRUE","FALSE"
"S.M.M.H. SA","C86015","C86015","Massimo Martuzzi"," Andovoko Djabiaka Andilana ","Nosy Be ",,,135,"0331525007/0331525010",,,5,10000000,"   56 286 207 du 10/07/09 ","55101/71/ 2009/ 0/10029"," 0029079 DGI-A du 10/07/09","TRUE","FALSE"
"M.A.P SARL","C86016","C86016","Mike J","ANDAMPY",,,,135,"86 060 18/0324010712",,"m.a.p@moov.mg",5,5000000,"24896207","2632171 2006 0 00373",,"TRUE","FALSE"
"AUSTRAL CONSTRUCTION","C86017","C86017","MRBRUNELJACQUES","BP179",,,"ANTANANARIVO",135,"8693103/0331124139",,"australconstruction@moov.mg",5,20000000,"34 836 207","452 127 1 200 7000 108  ",,"TRUE","FALSE"
"T/TRA FANDROSOANA","C86018","C86018","MR MOUSTAFA ABDALLAH","TAMAMBAO AMBANJA",,,,135,"8650342/0320298062",,,5,0,,,,"TRUE","FALSE"
"MAISON SARAH","C86019","C86019","MR ASGARALY","RUE GALLERIE LA BATTERIE",,,,135,"8661108/0320468027",,,5,7000000,"39666207",,,"TRUE","FALSE"
"BRICO-MGS","C86020","C86020","MR ISSOUFLY SOCTK MOURTAZA","SENGANINGA",,,,135,"8661123/0320716652","8661123","socomoma@moov.mg",5,16000000,,,,"TRUE","FALSE"
"QUINCAILLERIE ZISHAN","C86021","C86021",,,,,,135,"320558393",,,5,15000000," 5000576550","52 118 71 2007 0000 73","0197158","TRUE","FALSE"
"RAMANANDRAIBE ANTALAHA","C88001","C88001",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"LO MONE ET CIE","C88002","C88002",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"SUPER MORA","C88003","C88003",,,,,,135,,,,5,6000000,,,,"TRUE","FALSE"
"AH SINE RAZAIVELO","C88004","C88004",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"RAMANANDRAIBE ANDAPA","C88005","C88005",,,,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"CHAN KAI YU WA","C88006","C88006",,,,,,135,,,,5,0,"4907672",,,"TRUE","FALSE"
"ETS BIMBOX","C88007","C88007",,"ANTAINOMBY",,,"SAMBAVA",135,"88 920 98",,"032 07 215 96",5,0,"239155",,,"TRUE","FALSE"
"CASSIM MARIE CLAIRE","C88008","C88008",,"Lot G 28 Rue de Tsimihety Tanambao","B.P 209","ANTALAHA",,135,"320720156","Fax : 88 810 10",,5,7000000,,,,"TRUE","FALSE"
"SAMBATEX","C88009","C88009","M. INAYET","BP 58 Rue du Commerce","SAMBAVA",,,135,"88 920 16",,,5,1000000000,,,,"TRUE","FALSE"
"ANDIVA KOUBANY","C88010","C88010",,,,,,135,,,,5,300000000,,,,"TRUE","FALSE"
"STE JIWAJEE","C88011","C88011","FIROZE SAMBAVA","B.P 4","VOHEMAR",,,135,,,,5,0,,,,"TRUE","FALSE"
"EST DISTRIBUTION","C88012","C88012",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"SOCIETE RAOUL SARL","C88013","C88013","FIROZALY DJAFFARALY","RUE D'ANTANANARIVO",,"BP 49","ANTALAHA 206",135,"0320716141/0330716141",,,5,5000000,"046 310 30",,,"TRUE","FALSE"
"ETABLISSEMENT BIMBOX","C88014","C88014","CHAN TEIN","ANTAISIBY",,,"SAMBAVA",135,"8892098/0320721596",,,5,12000000,"731.9466",,,"TRUE","FALSE"
"H.S AUTO","C88015","C88015","MR RAZAFINDRAMARY JULIEN","SAMBAVA CENTRE",,,"SAMBAVA",135,"320252409",,,5,3000000,"4631030",,,"TRUE","FALSE"
"STE RAOUL SARL","C88016","C88016","MR FIROZE","RUE DE TANANARIVE BP 49",,,"ANTALAHA",135,"8895664/0320716141",,,5,50000000,"105 002 572",,,"TRUE","FALSE"
"H.S AUTO SAMBAVA CENTRE","C88017","C88017","MR RAZAFINDRAMARY JULIEN",,,,"SAMBAVA",135,"320252409",,,5,3000000,"2740734",,,"TRUE","FALSE"
"STE JIWAAJEE&FILS","C88018","C88018","MR ADRIEN","BP4 VOHEMAR",,,,135,"324057069",,,5,6000000,"117208",,,"TRUE","FALSE"
"BADIR STORE","C88019","C88019",,"ANDRANOMASIBE II",,,,135,"8806303/0320211815",,,5,20000000,"240717",,,"TRUE","FALSE"
"FAZLEABASSE MOUSLINE SAMBAVA CENTRE","C88020","C88020",,,,,,135,"320714616",,,5,0,,,,"TRUE","FALSE"
"STE DONIA SAMBAVA","C88021","C88021","MR JEAN MARC","BP29",,,"SAMBAVA",135,"8892083/0320710421",,,5,15000000,"6497209",,,"TRUE","FALSE"
"C.P.S","C88022","C88022","MR CHAN","ANTAIMBY SAMBAVA",,,,135,"321137140",,,5,8000000,"6465049",,,"TRUE","FALSE"
"MULTINEGOCE","C88023","C88023","MME ZOELINE","BVL POINCARE LOTA44 ANDRANAMASIKELY",,,"VOHEMAR",135,"2262901/0320265476","2246159",,5,3000000,"1 373 941",,,"TRUE","FALSE"
"QIE BOURHANY","C88024","C88024","MR AKBARALY ABIDHOUSSEN","SAMBAVA CENTER",,,"SAMBAVA",135,"8892260/0320260371",,,5,5000000,"465 346",,,"TRUE","FALSE"
"FAZLEABASSE MOUSTACK","C88025","C88025","MR MOUSTACK","SAMBAVA CENTER",,,"SAMBAVA",135,"320487543",,,5,2000000,"1447209",,,"TRUE","FALSE"
"MAISON RAVELO","C88026","C88026","MME RAVELO","ROUTE NATIONAL JA ANTAVINBY 208",,,"SAMBAVA",135,"320714550",,,5,25000000,,,,"TRUE","FALSE"
"ANDIVA SHABIR","C88027","C88027","MR SHABIR","Andranomasimbe II ",,,"VOHEMAR",135,"320253775",,,5,5000000,"6000376997","52118 72 1993 0 00040","0144957/DGI/-1","TRUE","FALSE"
"MME IBRAMDJEE ZARINA","C88028","C88028",,,,,,135,,,,5,50000000,"204359",,,"TRUE","FALSE"
"MAISON AKBARALY","C88029","C88029","GOULAM","BP 31A",,,,135,"8892027/0324166941",,,5,0,,,,"TRUE","FALSE"
"SMAR","C92001","C92001","MR FOULON","BP 37","FORT DAUPHIN","92","FORT DAUPHIN",135,"92 213 26",,"smar@moov.mg",5,0,"105011326","52116 53 1964 0 00001  ",,"TRUE","FALSE"
"MR ANIL AKBARALY","C92002","C92002","MR ANIL","TSIHOMBE",,,,135,"033 12 719 79",,,5,5000000,"18 306 614",,,"TRUE","FALSE"
"MADAPECHE","C92003","C92003","WU CHAO YING","BP 338",,"614","TAOLAGNARO",135,,,,5,2000000,"1898074",,,"TRUE","FALSE"
"MAROMAHAY","C92004","C92004","MME MANERA SOA","BAZARIKELY TAOLAGNARO",,,"FORT DAUPHIN",135,"92 215 44",,,5,20000000,"3130069",,,"TRUE","FALSE"
"MR ABDOULHOUSSEN AMIRALY","C92005","C92005",,"BP7 FORT DAUPHIN",,,"FORT DAUPHIN",135,"0324234787/0331250750",,"9221267",5,25000000,"526.9769",,,"TRUE","FALSE"
"T/TRA ZAHABI","C92006","C92006","MR HOUSSEN","BP1 BAZAR BE FORT DAUPHIN",,,"FORT DAUPHIN",135,"320273000",,,5,5000000,"9296614",,,"TRUE","FALSE"
"T/TRA ZAHRA MAKATY","C92007","C92007","MR MAKATY","BP232 BAZAR BE",,,"FORT DAUPHIN",135,"9221362/0331259590",,,5,15000000,"1898074",,,"TRUE","FALSE"
