ref,name,address/name,address/street,address/street2,address/city,credit_limit,address/phone,address/fax,email,x_nif,x_stat,customer,supplier
C22366,BARBERO,MME LEONG HOPAI,,TANJOMBATO,,5000000,22 462 05,,,,,TRUE,FALSE
C22367,MCO TRADE,razakamahefa jacquis,Immeuble NY HAVANA RDC 2,,,0,22 208 61,,mco.trade@wanadoo.mg,,,TRUE,FALSE
C22368,CNS SARL,MME MIHAJA,9,RUE NATIONALE,,0,53 339 95,53 311 25,cns@netclub.mg,303024,503023119940 00054,TRUE,FALSE
C22369,PARA PHARMA,,,,,0,,,,,,TRUE,FALSE
C22370,PHARMACIE VETO ANDAPA,DR GABRIEL,LOT III 11,ANTSAKA  ANDAPA,,18000000,88 072 12,,,,,TRUE,FALSE
C22371,FIHARIANA MANDROSO,RAKOTOARIMANANA VICTOR,IMERINAVARATRA MANJAKA - AVARADRANO,,,0,,,,,,TRUE,FALSE
C22372,TIAKO FIKAMBANANA,MME PATRICIA ANDRIATAVISON,MAGRO ANKORONDRANO,,,0,,,,,,TRUE,FALSE
C22373,LECOFRUIT,,Si?ge 24 RUE RADAMA,BP 207,,60000000,2222373/USINE46425/26,22 280 64,laurent.paverne@oimjb.com,54530,52672,TRUE,FALSE
C22374,SOCIETE INITIATIVE,MR DESNOT,BP 60103 PK 4 ROUTE AMBOHIMANAMBOLA,TANA SUB,,1000000,22 319 12,22 256 74,initiatives@iris.mg,,,TRUE,FALSE
C22375,SOCIETE J.B,MLLE MIARISOA (achat),Groupe OIM JB,,,5000000,22 223 73 /0320722373,22 331 42,,54631,55669,TRUE,FALSE
C22376,SERVICE DES URGENCES ET DES CATASTR,MR CLAUDE,BATIMENT MINS POPULATION,AMBOHIJATOVO,,0,331237564,,,,,TRUE,FALSE
C22377,MAGRI,,PK 8,5 route digue de l'IKOPA,IVATO,,1000000,22 234 28,22 225 61,magr-dc@iris.mg,,TRUE,FALSE
C22378,BOUTIQUE JOVENNA DOMOINA,DENNEMONT- RASOANAIVO VIRGINIE,TSARALALANA,,,0,2255010/ 0320519119,,,,,TRUE,FALSE
C22379,ZAVAMAHASOA,MME BODO,,ANTANANARIVO,,8000000,22 276 31,,,,575995,TRUE,FALSE
C22380,BOUTIQUE JOVENNA TANTELY,RAKOTONDRAMBOA FIDY,ANKORAHOTRA,,,0,2234667,,,,,TRUE,FALSE
C22381,BOUTIQUE JOVENNA VALASOA,RAVELONAINA PAUL,AMBATOMAINTY,,,5000000,2240036/ 0320701602,,,,,TRUE,FALSE
C22382,BOUTIQUE JOVENNA HEZAKA,RASOAMALALA MARIE - MME RANAIVOSON,AMBODIMITA,,,1000000,320449555,,,,,TRUE,FALSE
C22383,BOUTIQUE JOVENNA TAKARIVA,R. AMINA - M YVES,IVATO,,,0,032 07 400 81,,,,,TRUE,FALSE
C22384,BOUTIQUE JOVENNA TATSINANANA,RAJAONAH - RATSIMISETRA LALATIANA,AMPASAMPITO,,,0,320791224,,,,,TRUE,FALSE
C22385,BOUTIQUE JOVENNA AMBONISOA,RAHELIARISOA ( RAMANANTSOA ),ITAOSY,,,0,2231037/ 2261530,,,,,TRUE,FALSE
C22386,BOUTIQUE JOVENNA ANOSIZATO,M. RENE / M. JAONA,ANOSIZATO,,,0,2226005/2467511,,,,,TRUE,FALSE
C22387,BOUTIQUE JOVENNA IVANDRY,M.MAHAFALY,IVANDRY,,,1000000,24 767 33 ILAFY,,22 421 44 ,,,TRUE,FALSE
C22388,MAGASIN TAHERALI,MR ABBASSEBHAY NISSAR HOUSSEN,38 RUE AMIRAL BILLARD,,,0,53 307 80,,,,,TRUE,FALSE
C22389,FERME BENJAMIN,MR BENJAMIN,LOT IPA 310 ANOSIMASINA  ITAOSY,,,0,22 585 37,03240 979 87,,,,TRUE,FALSE
C22390,CABINET VETO DE L'ANDRONA,,,,,0,,,,,20685,TRUE,FALSE
C22391,ROOLA TRADE,RAMAMONJISOA ONY,LOT 35A IMERINAFOVOANY TALATAMATY,BP 4120,,0,22 089 86/24 247 16,22 289 86,roola_trade@netclub.mg,,,TRUE,FALSE
C22392,YVES ROCHER,,,,,0,,,,,,TRUE,FALSE
C22393,TROPIC ANIMAL,,RUE GENERAL LECLERC TANAMBAO,TULEAR,,0,94 904 31,,tropicalanimal@yahoo.fr,44846724,5.13245120070002E+016,TRUE,FALSE
C22394,VOLOLOMBOAHIRANA VOAHANGISOA,,AMBATOMANOINA,,,0,,,,,584156,TRUE,FALSE
C22395,RAMANANTSOA JEAN BAPTISTE,LUI MEME,LOT TH 98 ANDRAVOAHANGY,ANDRAVOAHANGY,,0,22 661 94,324006244,,,,TRUE,FALSE
C22396,RADJABALY ROCKSHANA,,3 rue berthelot,AMPASIKA,,20000000,0320524065/0321110130,,,,,TRUE,FALSE
C22397,ILES Sarlu,MR FAURE FREDERIC,MAISON SIROT,Z I  FORELLO,,0,03207 068 30,,,2671183,55102 11 2007 0 10100,TRUE,FALSE
C22398,SOCOBIS,MR OLIVIER,CITE MASCAR ANDRAVOAHANGY,USINE TANJOMBATO,,10000000,22 242 84,22 216 93,socobis@malagasy.com,105002475,15825111964 0 10002,TRUE,FALSE
C22399,VIMA,,,,,0,,,,,,TRUE,FALSE
C22400,MIEXAG,MR RAZANAKOTO,FIADANANA,AMBOHIDRATRIMO,,0,324672268,,,,,TRUE,FALSE
C22401,RADIO NEDERLAND,,,,,0,,,,,,TRUE,FALSE
C22402,BOULANGERIE GASYPAIN,,II T 40 BETONGOLO,,,0,26 057 97,,,6933253,1571111 2007 002159,TRUE,FALSE
C22403,SODEAM,,,,,0,,,,,523596,TRUE,FALSE
C22404,SOCIETE MIKOLO SARL,MR RIVO RAKOTOARISETRA,ITM 63 TER AMBODIFASIKA,ITAOSY,,0,24 733 92,24 543 44,smsmikolo@yahoo.fr,27021813,1.44011200701015E+015,TRUE,FALSE
C22405,RANDRIATAHIANA MAHAZOMANANA,,LOGT 2109 CITE 67 HA NE,,,0,22 221 79,03311519 52,,441324,569112,TRUE,FALSE
C22406,SOCIETE BEMIRAY,,LOT 472 ME MANDROSOA IVATO,,,0,2244468,,bemiray@blueline.mg,,,TRUE,FALSE
C22407,FANASOA,MR RAOILY JJ,LOT III S 6 C ANOSIBE,,,5000000,24 379 36,22 569 78,fanasoa_distrubution@yahoo.co,,,TRUE,FALSE
C22408,3E,,,,,0,,,,,,TRUE,FALSE
C22409,TRANSCOVIA,MR JOSE RAVELOMANANTSOA,1,RUE ALFRED ANDRIANALY,ANALAKELY,2000000,22 216 44,,0042 216,52 116111951 0 10 003,,TRUE,FALSE
C22410,RAKOTONDRAZAKA ANDRY,,,,,0,,,,,542849,TRUE,FALSE
C22411,BOUTIQUE GALANA LOHARANO,MR ETIENNE,ANDOHARANOFOTSY,,,0,22 576 69,,,,,TRUE,FALSE
C22412,HOTEL SIFAKA AUBERGE,,,,,0,,,,969785,632063,TRUE,FALSE
C22413,BOUTIQUE GALANA AVANA,MR MICHEL RAKOTO,BEHORIRIKA,,,0,22 634 90,,,,,TRUE,FALSE
C22414,RANAIVOSON VINCENT,,,,,0,,,,,,TRUE,FALSE
C22415,BOUTIQUE GALANA IAVOLOHA,MR DANIEL,IAVOLOHA,,,0,330767477,,,,,TRUE,FALSE
C22416,TRANOMBAROTRA RMB,,LOT IH 4 ISOTRY,,,10000000,22 345 25,22 288 94,,,,TRUE,FALSE
C22417,BOUTIQUE GALANA RAILOVY,MR ERIC,AMBODIVONA,,,0,033 11 126 33,,,,,TRUE,FALSE
C22418,VAROTRA IOMBONANA,,IH 26 ISOTRY,,,0,22 236 02,,,,527822,TRUE,FALSE
C22419,BOUTIQUE GALANA TALATAMATY,MR FIDELE,TALATAMATY,,,0,033 11 849 20,,,,,TRUE,FALSE
C22420,BOUTIQUE GALANA ANONY,MLLE MIARY,ANKADIMBAHOAKA,,,0,22 302 88,,,,,TRUE,FALSE
C22421,GRAPHOPRINT,,Z I FORELLO TANJOMABATO,,,0,22 461 83,,,4222527,2.220111197201E+016,TRUE,FALSE
C22422,MEDICAL INTERNATIONAL,,IMMEUBLE TANA 2000,ANKORONDRANO,,0,22 332 62/65,22 332 53,medint@iris.mg,105 004 916,52279 11 1995010032,TRUE,FALSE
C22423,SOCIETE SDAAP,,B.P.1639 FARAVOHITRA,,,0,22 447 29,,,,,TRUE,FALSE
C22424,RAKOTOMAMONJY MAMY,LUI MEME,LOT IVI 11 H ANDRAVOHANGY,,,0,,,,467659,5.13711199503001E+015,TRUE,FALSE
C22425,DR RAMALANJAONA LANTO,LUI MEME,LOT 073 A,AMBOHIBAO,,0,320246493,,,,,TRUE,FALSE
C22426,LES GAMBAS DE L'ANKARANA,,77,RUE DES PARLEMENTAIRES FRANCAIS,ANTSAHAVOLA,1000000,22 225 55,22 645 61,noro@madagascar-gambas.com,105006486 DU 08 08 2005,050 21 11 2000 0 16 808,TRUE,FALSE
C22427,REGION BETSIBOKA,MR RAKOTOMALALA IONY,RESIDENCE MAEVATANANA,,,0,330308202,,,,,TRUE,FALSE
C22428,JSL BIOFUELS MADAGASCAR,NOMENA,LOTSIAC 22 BP 1534,AMBODIFILAO,,0,,,nomena rasoamanandraibe@yahoo.fr,37 071 813,01199 11 2007 0111242,TRUE,FALSE
C22429,REZA SERGE,LUI MEME,LOT 89E AMBOROPOTSY,TALATAMATY,,0,,,,164981 0,51329 11 2003 0 05623,TRUE,FALSE
C22430,FIFIVAMA,,,,,0,22 448 37,,,,,TRUE,FALSE
C22431,CAMAGRI SARL,MR MAMY,20 RUE DR VILLETTE MAISON DELA REUN,ISORAKA,,1000000,22 646 74/0320716369,,,15461813,0142111 2006 010070,TRUE,FALSE
C22432,SAKATIA,,C/0 BALLOU ANDRAHARO,,,0,,,,,,TRUE,FALSE
C22433,SAKATIA,MR ANGELO,C/O BALLOU ANDRAHARO,,,1000000,324005500,,c-bmeralli.b@magic.fr,,,TRUE,FALSE
C22434,CLEANLINESS OF MADAGASCAR,MME ALEXIA,LOT II A93 ANJANAHARY,,,6000000,340925215,,,40451813,10281,TRUE,FALSE
C22435,RAKOTOARISON SEHENO JEAN MARIE,,LOTIHE 8 ANDOHATANJONA,ITAOSY,,0,331128351,,,,,TRUE,FALSE
C22436,CHARCUTERIE FITAHIANA,MR SERGE,ANDAMOSIN NY EPP ALAROBIA,,,0,320750230,,,,,TRUE,FALSE
C22437,CABINET VETO TALATAMATY,,,,,0,,,,,631733,TRUE,FALSE
C22438,SOA DISTRIBUTION,MME ANDO,SIEGE TSFM,ANDOHANIMANDROSEZA,,0,330235091,,,37 731 813,2008 B 10031,TRUE,FALSE
C22439,HP NET,MR JEAN MARIE,LOT VM 9 TER ANDRONDRAKELY,,,0,26 216 20/0325136462,,,1374453,99002 11 2007 0 6407,TRUE,FALSE
C22440,SOCIETE 4DHP,MME YOLLANDE,LOT II M 47 TER A,ANALAMAHITSY,,1000000,,,,120 16 710,74 330 31 2008,TRUE,FALSE
C22441,RATSIMBA SOLOFONIAINA HERIMANDIMBY,,,,,0,,,,,568370,TRUE,FALSE
C22442,BOUTIQUE SHELL VOANIO,,ANTSAHAVOLA,,,0,,,,,,TRUE,FALSE
C22443,SCRIMAD,,13 RUE DE LA REUNION ISORAKA,BP 1393,,1000000,22 283 86,,,,,TRUE,FALSE
C22444,BOUTIQUE SHELL AVARADRANO,,ILAFY,,,0,,,,,,TRUE,FALSE
C22445,MADAFOAM SARL,,LOT 062 B BIS AMBOHIBAO ANTEHIROKA,,,0,,,,,633487,TRUE,FALSE
C22446,BOUTIQUE SHELL AMBATOROKA,,AMBATOROKA,,,0,,,,,,TRUE,FALSE
C22447,BOUTIQUE SHELL BAKOLY,,ANKADIFOTSY,,,0,,,,,,TRUE,FALSE
C22448,COLOR TEX SARL,,BP 3315 PK 14?5 ROUTE M/NGA,,,1000000,22 452 47,22 453 53,,,578 124,TRUE,FALSE
C22449,BOUTIQUE SHELL MAHAVOKY,,ANDRAVOAHANGY,,,0,,,,,,TRUE,FALSE
C22450,LEADER PRICE ANKORONDRANO,MR JAONA,RUE RAVONIHITRINIARIVO,ANKORONDRANO,,0,22 636 23,331147785,,,,TRUE,FALSE
C22451,AVIMAD,,SIEGE LOT II M 73 BIS ANTSAKAVIRO,,,0,22 300 18,,,,,TRUE,FALSE
C22452,RATSILANIMANGARISATA FRANCOIS AUREL,,FENOARIVOBE,,,0,03307 696 71,,doc_tsila@yahoo.fr,,,TRUE,FALSE
C22453,RAKOTOJOELINA,,ANTANISOA ANKERANA NORD TIROANOMAND,,,0,,,,,624 810,TRUE,FALSE
C22454,RAJAONARY TOBI,,AVB 66 AVARABOHITRA ITAOSY,,,0,331107758,,,,,TRUE,FALSE
C22455,POINT PACOM,,,,,0,22 440 72/488 56,,,,643891,TRUE,FALSE
C22456,SOCIETE MITANASOA,MME SOLANGE,AMPEFY,,,15000000,0320407997/0340616516,,,3918173,01199 13 2008 0 100004,TRUE,FALSE
C22457,CABINET VETO ARENA,DR SAHOLY RAKOTOBE,LOT CM 12D BIS AVARAKADY MALAZA,AMPITATAFIKA,,5500000,331478624,,,14111418,85201 11 2008 0,TRUE,FALSE
C22458,DIAVOLANA,MME JACQUIE,E 26 BIS MAHITSY,,,30000000,0320490605/0324747451,,,15601 11 1987 0 00332,287702,TRUE,FALSE
C22459,SOAFIAVY,320205735,,,,0,0320453770/,,,,,TRUE,FALSE
C22460,AGROTECH,MR RANDRIANTSOA,LOT 16/89 MANAGARIVOTRA NORD,,,1000000,0330986154/0340824430,,,5999501,01111 3120070000307015446,TRUE,FALSE
C22461,JAK SERVICES,,69 RUE RAINANDRIAMAMPANDRAMBONDRONA,101 ANTANANARIVO,,0,22 351 99,,,,,TRUE,FALSE
C22462,RAHANTAMALALA HOLIARISOA FANJA,,IAB 2 BIS ANDRONONOBE,,,0,0331436388/0340831279,,,,,TRUE,FALSE
C22463,TRANOMBAROTRA NY AVOTRA,Mme RAZANAMASY Mariette,Lot II S 29 D Anjanahary,ANTANANARIVO,,100000000,24 811 34/ 0331419404,,,,,TRUE,FALSE
C22464,RASOAMAMPIONONA Marie Louisette,,,,,0,,,,,,TRUE,FALSE
C22465,TRANOMBAROTRA MAHITSY,MR RAMAROSON RATSIMANDRESY,LOT E 40 MAHITSY,ANTANANARIVO,,15000000,24 764 00,,,244 22 30,52223 11 1970000030,TRUE,FALSE
C22466,WATER AGRI,L?ontine RAONSON,12,Rue Fredy RAJAOFERA Faravohitra,ANTANANARIVO,10000000,034 16 490 40-2200743,,wateragri@yahoo.fr,2008 B 00131,1.3923120080007E+015,TRUE,FALSE
C22467,GEO MADAGASCAR SARL,ALBERTO MERELLO,LOC.AMBARO - NOSY BE -,MADAGASIKARA,,1000000,86 921 90/0331433420,,isoal@moov.mg,35316207,5510171200 6001092,TRUE,FALSE
C22468,PRIME VIEW SARL,MR CHEN YENG LUC,FUTURE SPACE ANDRANOMENA,ANTANANARIVO,,0,032 07 280 58,,,105 008 275,18011 11 2001 01009,TRUE,FALSE
C22469,AGRIFA,MR RAZAFINJARA Lalao,LOT FJM 91 FENOARIVO,ANTANANARIVO 102,,50000000,24 201 30,,,,,TRUE,FALSE
C22470,SODIPHA,MR RATOVONDRIAKA CHRISTIAN,LOT II E 6 SOARANO,,,0,331151319,,,,540109,TRUE,FALSE
C22471,AXIUS HOLDING,MR MIKA RAKOTOARIVELO,Villa PRADON 1er ?tage Baie 27-28,ANTANANARIVO 101,,50000000,22 336 55,,axius@axiusmada.com,101 154 33,5.15241120040101E+016,TRUE,FALSE
C22472,LES ATELIERS DENISE CLEROUX,,AMBODIVORIKELY BP4016,AMBOHIMANARINA,,0,22 332 73,,,,,TRUE,FALSE
C22473,RASOANAIVO CHARLES,CHARLES,AMBOHIMIADANA ANDRAMASINA,,,45000000,331797472,,,6068254,576640,TRUE,FALSE
C22474,GARDEN TECH,,Ambatomainty,,,0,331157692,,,,,TRUE,FALSE
C22475,TSENA FANOITRA,PIERRE RAKOTOATIMANANA,EX URER IMERITSIATOSIKA,,,0,326546455,,,40 957 112,52192 13 1990 0 30005,TRUE,FALSE
C22476,ENTREPRISE ECORAIN,,AMBATOMAINTY,,,0,22 535 53,,,,,TRUE,FALSE
C22477,TECHNI-QAL,CHRISTIAN ANDRIAMANANONY,LOT FVD8 ANDREFAKADY,VILLA RASOAMANANARIVO,,10000000,0331274215/2413944,,harrychristian.andriamananony@gmail.com,RCS ANTANANARIVO A 2006 00778,45212 11 2003 0 04078,TRUE,FALSE
C22478,SICOCEAN,,ANTANIMENA 55 RUE DE DR RASETA,,,0,22 482 58,,,,505274,TRUE,FALSE
C22479,ETS TSILAVINA,RASAON TOUSSAINT,LOT IAI 194 ANTSAHAKELY,AMBOHIDRAPETO,,10000000,0320440692/0331422867,,,6590131,5.223112001001E+015,TRUE,FALSE
C22480,MINISTERE SANTE ET PLANNING FAMILIA,DR RANAIVO RAHAMEFY JACKY,SERVICE SURVEILLANCE EPIDEMIE,ET LUTTE MALADIES ENDEMIQUES,,250000000,,,,,,TRUE,FALSE
C22481,AEROMARINE,,BP 3844,,,0,22 468 31,22 468 32,,,522223,TRUE,FALSE
C22482,RATOVO ANDRIATSILAVINA Manohisoa,Mr MANOU,C/O AGRIVET,,,500000000,032 04 412 51,,,,,TRUE,FALSE
C22483,A & W Madagasscar,,Zone Galaxy Andraharo,,,0,22 221 09/31/44,22 22167,awint@simicro.mg,3936265,609334,TRUE,FALSE
C22484,QUINCAILLERIE DU CENTRE,HASSAM ALIBAY DARIS,BOULEVARD PHILIBERT TSIRANANA,,TOLIARY,0,,,,,226821,TRUE,FALSE
C22485,QUINCAILLERIE DU CENTRE,MR DILLER,EX BAT ROSO,,,0,033 11 748 97,,,5385956,52251 22 2001 0 00002,TRUE,FALSE
C22486,POINT VERT,MME HARILALA,SCORE DIGUE,,,1000000,2227097/ 0332038317,,pv@agrichimada.com,107005037,5.22231119990101E+016,TRUE,FALSE
C22487,HILTON MADAGASCAR,,,,,500000,22 260 60,22 260 51,,,,TRUE,FALSE
C22488,RABODOMANANA LALAHARISOA,RAFANOMEZANTSOA LALA SOLO,LOT A 78 AMBOHITRARABA,AVARADRANO,,5000000,324085313,,,787367,5.11051120090019E+016,TRUE,FALSE
C22489,CABINET VETOSHOP,RAZAFIARIMANANA,LOT KN 100TER,IVATO AEROPORT,,0,331225108,,,,,TRUE,FALSE
C22490,SMCP,JEAN FRANCOIS DUBREUIL,LOT II J 172 BE IVANDRY,,,15000000,2424671/2249581,,smcp@moov.mg,107013880,5.22511120030006E+016,TRUE,FALSE
C22491,ETS SAMIEVA,RABEMANANTSOA ROCQUIE,LOT II K 61,MAHATONY,,5000000,03311224 44,22 495 16,fitia@wanadoo.mg,,,TRUE,FALSE
C22492,RAMASIARISOA JULIETTE,MR JORO,LOT AT 60 TALATA VOLONONDRY,,,0,0330768504/2639580,,,5963969,5.21141119860002E+016,TRUE,FALSE
C22493,COM ON GROUP,MR THIERRY RATOMSON,LOT IA 71 BIS ISORAKA,,,1000000,0340136724/0331142147,,com.one_group@yahoo.fr,13158658,9002 11 2007 0  00785,TRUE,FALSE
C22494,GEORGES PISCINES,MR PATRICK GEORGES,LOT IV E 8 ANOSISOA AMBOHIMANARINA,,,2000000,0331233341/0320296217,320506217,georgespiscines@moov.mg,,,TRUE,FALSE
C22495,JIRAMA,M. JOVELIN,149 Rue Rainandriamanpandry,ANTANANARIVO,,120000000,032 05 010 55,,commission.evaluation@jirama.mg,,,TRUE,FALSE
C22496,SCORE BAZARIKELY S.A,MME COLOMBE,Tsilanitsara Bazarikely,TOAMASINA,,2000000,53 313 65,,bazbz@score.mg,,,TRUE,FALSE
C22497,MADARENTAL SARL,MR DANIEL CRICKY,Alakamisy Anosiala Ambohidratrimo,ANTANANARIVO,,5000000,24 144 95,,madarental@yahoo.com,31 891 813 DU 22/06/07,50101112007010619 DU 21/01/07,TRUE,FALSE
C22498,PHARMACIE VETERINAIRE MAMY TIANA,DR ANDRIANASANDRATRA HAINGOTIANA,FKT AMPASIKELY COMMUNE ANALALAVA,,,2000000,0341010055/0325148249,,zoveto@yahoo.fr,,,TRUE,FALSE
C22499,SHOPRITE TSIADANA,M.TAHIRY,ROUTE DE L'UNIVERSITE -TSIADANA,ANTANANARIVO,,1000000,22 326 43,,orahariseheno@shoprite.co.za,10 500 8977,51 233 11 2002 010067,TRUE,FALSE
C22500,SHOPRITE AMPEFILOHA,Mlle HASINA,IMMEUBLE FIARO- Ampefiloha,ANTANANARIVO,,1000000,22 288 86,,orahariseheno@shoprite.co.za,10 500 8977,51 233 11 2002 010067,TRUE,FALSE
C22501,SHOPRITE TALATAMATY,M. Marc HARIMALALA,ROUTE DE L'AEROPORT - TALATAMATY,ANTANANARIVO,,1000000,22 485 49,,orahariseheno@shoprite.co.za,10 500 8977,51 233 11 2002 010067,TRUE,FALSE
C22502,SHOPRITE AMBODIVONA,M.Tsiry RAZAFIMBELO,Enceinte TANA WATER FRONT,AMBODIVONA,,1000000,22 368 45,,orahariseheno@shoprite.co.za,10 500 8977,51 233 11 2002 010067,TRUE,FALSE
C22503,SCOREDIGUE,,,ANTANANARIVO,,3000000,020 22 06 211,020 22 00 750,,10 500 8977,51 233 11 2002 010067,TRUE,FALSE
C22504,FORCE D'INTERVENTION DE LA GENDARME,Adjt RAKOTOARISON Lala Firand,FORT-DUCHESNE,ANTANANARIVO,,2000000,033 28 096 24,,,,,TRUE,FALSE
C22505,AGRITEK,MME NATHALIE RADAVIDRA,,,,10000000,331107123,,natradavidra@wanadoo.mg,,,TRUE,FALSE
C22506,AMBASSADE DE THAILANDE,,,,,0,,,,,,TRUE,FALSE
C22507,BOUTIQUE JOVENNA ANTANINANDRO,MR RANAIVO RALAMBOZAFY,,,,0,0331162501/ 2222500,,,,,TRUE,FALSE
C22508,BOUTIQUE SHELL AMBODITSIRY,,,,,0,,,,,,TRUE,FALSE
C22509,BOUTIQUE SHELL TANJOMBATO,M MODESTE,,,,0,,,,,,TRUE,FALSE
C22510,CARITAS MADAGASCAR,,,,,0,,,,,,TRUE,FALSE
C22511,DR NORO,,,,,0,,,,,,TRUE,FALSE
C22512,DR RAJASMINA Andr?,,,,,0,,,,,,TRUE,FALSE
C22513,ENTREPRISE ANDRIAMANANTENA,,,,,0,331108480,,,,,TRUE,FALSE
C22514,GRAND ISLAND TOBACCO,,,,,1000000,,,,,,TRUE,FALSE
C22515,LEADER PRICE TANJOMBATO,M. Thierry DOUYERE,,,,0,22 630 48,,,,,TRUE,FALSE
C22516,MS AGRI,MME RAZAH,,,,0,320217790,,,,,TRUE,FALSE
C22517,PHARMACIE AICHA,MME SAHOLY,,,,200000,22 620 02,,,,,TRUE,FALSE
C22518,PHARMACIE CROIX DU SUD,,,,,200000,,,,,,TRUE,FALSE
C22519,PHARMACIE D'AMBODITSIRY,,,,,200000,,,,,,TRUE,FALSE
C22520,PHARMACIE D'ITAOSY,,,,,200000,,,,,,TRUE,FALSE
C22521,PHARMACIE MAHASOAVA,,,,,200000,,,,,,TRUE,FALSE
C22522,PHARMACIE MIRARISOA,,,,,200000,,,,,,TRUE,FALSE
C22523,PHARMACIE NY AINA,,,,,200000,,,,,,TRUE,FALSE
C22524,PHARMACIE RABARISOA,,,,,500000,22 229 86,,,,,TRUE,FALSE
C22525,PHARMACIE RAZAFIMANDRANTO,,,,,200000,,,,,,TRUE,FALSE
C22526,PHARMACIE TSARA,,,,,200000,,,,,,TRUE,FALSE
C22527,PRESIDENCE DE LA REPUBLIQUE SG,COLONEL RAKOTONDRIANA EVARISTE,,,,0,0320796504/,,,,,TRUE,FALSE
C22528,PROJET CRESAN 2 PRINCIPAL RECIPIEND,,,,,20000000,,,,,,TRUE,FALSE
C22529,RAKOTOMALALA Ronhald,,,,,0,,,,,,TRUE,FALSE
C22530,RAKOTOMANANA Felana,,,,,1000000,,,,,,TRUE,FALSE
C22531,RAVELOSON NDRIANA,,,,,1000000,320725499,,,,,TRUE,FALSE
C22532,ROTARY INTERNATIONAL DISTRICT 9220,MR RANARY,ILE DE LA REUNION,,,0,,,,,,TRUE,FALSE
C22533,SARL MADRAS,,,,,0,320411582,,,,,TRUE,FALSE
C22534,SOCIETE BASHIRCO INTERNATIONAL,,,,,0,2254746,2255839,,,6581813,TRUE,FALSE
C22535,SOCIETE FENO IMINEX,,BP 4062,,,0,22 247 319,,,,,TRUE,FALSE
C22536,SOCIETE HOTELLERIE DE PARC,,,,,1000000,,,,,,TRUE,FALSE
C22537,UNICEF,,,,,0,,,,,,TRUE,FALSE
C22538,LUXOR,,,,,1000000,22 563 42/ 22 223 83 ,,,,,TRUE,FALSE
C22539,FIBASOM,,,,,0,22 400 76,,,,,TRUE,FALSE
C22540,PHARMACIE METROPOLE,Mme PATRICIA,ANTANINARENINA,,,1000000,22 20025,,,61 819,552 227 101,TRUE,FALSE
C22541,PARC BOTANIQUE ET ZOOLOGIQUE ,Dr RAZAIARIVELO Christine,TSIMBAZAZA ANTANANARIVO,,,0,22 310 14/0340108519,,,,,TRUE,FALSE
C22542,BOUTIQUE JOVENNA ILAFY,Mme ZOLY,Station JOVENNE- Sabotsy Namehana,,ANTANANARIVO,1000000,24 767 33,,,,,TRUE,FALSE
C22543,ATELIER CHARCUTIER,M.CHRISTIAN Lang,Enceinte JUMBO SCORE - DIGUE,ANTANANARIVO,,5000000,22 007 50 Score digue,,,,,TRUE,FALSE
C22544,PROJET P.A.E.A.R.,M.RIJA,MINISTERE DE L'EAU /DG,,,1000000,331502939,,,,,TRUE,FALSE
C22545,ETS VIRIO,M.RIVO,Mandrosoa IVATO,,,2500000,22 441 40/0320441881,22 44726,virio@blueline.mg,83427,37010 311 0005571,TRUE,FALSE
C22546,MADA PLUS HOLDING,M.MICHAEL ,LOT 42D AMBOHIBAO MAMAMBA,,,1000000,331583030,,,53981813,14393 11 2009 0 10234,TRUE,FALSE
C22547,PROSPERER,MME RAKOTOMALALA NATHALIE,LOT II W 27 ANKORAHOTRA,,,80000000,341421012,,cpm@prosperer.mg,,,TRUE,FALSE
C22548,SIMA,M.SALIM BOUKA,BP4216 RUE RAVONINAHITRINIARIVO,,,1000000,22 265 11/0320300400,,,,,TRUE,FALSE
C22549,SODIAT SARL,MME BRIGITTE RAVELONARIVO/MME IHANT,,,,1000000,2244027/2244518,,sodiat@blueline.mg,105 005 236,520111 1990 0 100 06,TRUE,FALSE
C22550,CMCS( Appel d'offres),M.RAMINDO GAETAN,LOT III L 111 FIADANANA TSIMBAZAZA,101,ANTANANARIVO,0,2255761,22 55745,cmcs@blueline.mg,,,TRUE,FALSE
C22551,FAFIMAH,,Mahitsy,,,10000000,032 82 747 94/,,032 84 105 31/033 17 606 55,,,TRUE,FALSE
C22552,RANIVOMBOAHANGY,,,,,0,,,,,,TRUE,FALSE
C22553,A CREER,,,,,0,,,,,,TRUE,FALSE
C22554,AFIFA,,,,,0,,,,,,TRUE,FALSE
C22555,MARBOUR,,,,,0,,,,,,TRUE,FALSE
C22556,RABEZANAHARY MAMY TIANA,,,,,20000000,,,,,,TRUE,FALSE
C22557,OJI PAPER,,,,,0,,,,,,TRUE,FALSE
C22558,GENDARMERIE NATIONALE BETONGOLO,M.HASINA,BETONGOLO,,,1000000,324494007,,,,,TRUE,FALSE
C22559,PROVAMA SARL,,PRES LOT 45H IMERINAFOVOANY,105 ANTANANARIVO,,30000000,22 23046,2244500,,65371813,51105 11 2010 01 0382,TRUE,FALSE
C22560,OIM EXPORT,Mlle LOVATIANA,24 RUE RADAMA BP207,,ANTANANARIVO,7000000,2222373,2233142,,105009158,19110 11 1992 0 10023,TRUE,FALSE
