".id","inventory_line_id/location_id","inventory_line_id/product_id","inventory_line_id/product_qty"
,"DIGITAL (Magasin)","PEI_TMML_002",1
,"DIGITAL (Magasin)","PEI_TMPA_002",1
,"DIGITAL (Magasin)","PEI_TMPC_002",1
,"Depot Tamatave","PEI_TMPL_002",1
,"DIGITAL (Magasin)","PEI_TMPL_002",1
,"DIGITAL (Magasin)","PEI_TMSC_002",1
,"DIGITAL (Magasin)","PEI_TMTC_002",1
,"Depot Tamatave","PEI_TMVV_002",1
,"DIGITAL (Magasin)","PEI_TMVV_002",1
,"Showroom Alarobia","PEI_TNBL_014",1
,"Depot Tamatave","PEI_TNBL_014",30
,"Depot Alarobia","PEI_TNBL_014",591
,"Showroom Tamatave","PEI_TNGO_014",1
,"Showroom Alarobia","PEI_TNGO_014",1
,"Depot Alarobia","PEI_TNGO_014",581
,"Showroom Alarobia","PEI_TNJN_014",1
,"Showroom Tamatave","PEI_TNJN_014",2
,"Depot Alarobia","PEI_TNJN_014",4
,"Depot Tamatave","PEI_TNJN_014",44
,"Showroom Alarobia","PEI_TNJO_014",1
,"Depot Tamatave","PEI_TNJO_014",10
,"Depot Alarobia","PEI_TNJO_014",565
,"Showroom Alarobia","PEI_TNMR_013",1
,"Depot Tamatave","PEI_TNMR_013",40
,"Depot Alarobia","PEI_TNMR_013",809
,"Showroom Tamatave","PEI_TNMR_014",1
,"Depot Tamatave","PEI_TNMR_014",49
,"Depot Alarobia","PEI_TNMR_014",375
,"Showroom Alarobia","PEI_TNMR_015",1
,"SMOI (Discoi)","PEI_TNMR_015",1
,"Depot Tamatave","PEI_TNMR_015",24
,"Depot Alarobia","PEI_TNMR_015",92
,"Showroom Tamatave","PEI_TNNO_013",1
,"Showroom Alarobia","PEI_TNNO_013",1
,"Depot Tamatave","PEI_TNNO_013",24
,"Depot Alarobia","PEI_TNNO_013",931
,"Showroom Tamatave","PEI_TNNO_014",1
,"Showroom Alarobia","PEI_TNNO_014",2
,"SMOI (Discoi)","PEI_TNNO_014",2
,"Depot Tamatave","PEI_TNNO_014",48
,"Depot Alarobia","PEI_TNNO_014",414
,"Showroom Alarobia","PEI_TNNO_015",1
,"Depot Tamatave","PEI_TNNO_015",24
,"Depot Alarobia","PEI_TNNO_015",98
,"Showroom Tamatave","PEI_TNNX_013",1
,"Showroom Alarobia","PEI_TNNX_013",1
,"Depot Alarobia","PEI_TNNX_013",15
,"Showroom Tamatave","PEI_TNOR_014",1
,"Showroom Alarobia","PEI_TNOR_014",1
,"Depot Tamatave","PEI_TNOR_014",39
,"Depot Alarobia","PEI_TNOR_014",194
,"Showroom Alarobia","PEI_TNOR_015",1
,"Showroom Tamatave","PEI_TNRG_014",1
,"Showroom Alarobia","PEI_TNRG_014",1
,"Depot Tamatave","PEI_TNRG_014",51
,"Depot Alarobia","PEI_TNRG_014",379
,"Showroom Tamatave","PEI_TNVR_014",1
,"Showroom Alarobia","PEI_TNVR_014",1
,"Depot Tamatave","PEI_TNVR_014",42
,"Depot Alarobia","PEI_TNVR_014",158
,"Showroom Tamatave","PEI_VABE_003",1
,"SMOI (Discoi)","PEI_VABE_003",2
,"Depot Alarobia","PEI_VABE_003",6
,"Depot Tamatave","PEI_VABE_003",7
,"Depot Alarobia","PEI_VABE_004",9
,"Depot Tamatave","PEI_VABE_004",10
,"Depot Alarobia","PEI_VABE_005",1
,"Depot Tamatave","PEI_VABE_005",2
,"Depot Tamatave","PEI_VABE_007",3
,"Depot Alarobia","PEI_VABE_007",11
,"Depot Alarobia","PEI_VABI_003",20
,"Depot Alarobia","PEI_VABI_005",7
,"Depot Alarobia","PEI_VABI_007",4
,"Depot Alarobia","PEI_VABS_005",1
,"Depot Tamatave","PEI_VATP_005",3
,"Depot Alarobia","PEI_VBAI_003",4
,"SMOI (Discoi)","PEI_VBAI_003",5
,"Depot Alarobia","PEI_VBCE_004",24
,"Depot Tamatave","PEI_VBCE_005",4
,"Depot Alarobia","PEI_VBCI_003",2
,"SMOI (Discoi)","PEI_VBCI_003",5
,"Depot Alarobia","PEI_VBCI_004",25
,"Depot Tamatave","PEI_VBCI_005",3
,"Depot Alarobia","PEI_VBCI_005",12
,"Depot Alarobia","PEI_VBEE_003",2
,"Depot Alarobia","PEI_VBEE_005",11
,"Showroom Tamatave","PEI_VBLE_003",1
,"Depot Tamatave","PEI_VBLE_003",10
,"Depot Alarobia","PEI_VBLE_003",20
,"SMOI (Discoi)","PEI_VBLE_005",20
,"SMOI (Discoi)","PEI_VBLE_006",80
,"Depot Alarobia","PEI_VBLE_006",200
,"Depot Tamatave","PEI_VBLE_009",21
,"Depot Alarobia","PEI_VBLE_009",253
,"Showroom Tamatave","PEI_VBLI_003",1
,"Showroom Alarobia","PEI_VBLI_003",2
,"Depot Tamatave","PEI_VBLI_003",5
,"Depot Alarobia","PEI_VBLI_003",26
,"Depot Tamatave","PEI_VBLI_004",1
,"Showroom Alarobia","PEI_VBLI_004",1
,"SMOI (Discoi)","PEI_VBLI_004",3
,"SMOI (Discoi)","PEI_VBLI_009",3
,"Depot Alarobia","PEI_VBLI_009",34
,"Depot Tamatave","PEI_VBLI_009",82
,"Showroom Tamatave","PEI_VBPE_003",1
,"SMOI (Discoi)","PEI_VBPE_003",5
,"Depot Alarobia","PEI_VBPE_003",8
,"Depot Tamatave","PEI_VBPE_003",20
,"Depot Tamatave","PEI_VBPE_005",7
,"Depot Alarobia","PEI_VBPE_005",13
,"SMOI (Discoi)","PEI_VBPI_004",1
,"Depot Alarobia","PEI_VBPI_004",17
,"Depot Alarobia","PEI_VBRE_005",2
,"Depot Alarobia","PEI_VBSE_003",4
,"SMOI (Discoi)","PEI_VBSE_003",10
,"Depot Alarobia","PEI_VBSI_003",7
,"SMOI (Discoi)","PEI_VBSI_003",10
,"Depot Alarobia","PEI_VBSI_005",1
,"Depot Alarobia","PEI_VCCE_004",3
,"Depot Alarobia","PEI_VCCE_005",2
,"Depot Alarobia","PEI_VCCI_003",17
,"Depot Alarobia","PEI_VCCI_005",3
,"Depot Alarobia","PEI_VCE_005",7
,"SMOI (Discoi)","PEI_VCFE_003",1
,"Depot Alarobia","PEI_VCFE_003",5
,"Depot Tamatave","PEI_VCFE_003",10
,"Depot Tamatave","PEI_VCFE_005",1
,"Depot Alarobia","PEI_VCFE_005",2
,"Depot Alarobia","PEI_VCHE_005",1
,"Depot Alarobia","PEI_VCI_003",20
,"Depot Alarobia","PEI_VEET_001",1
,"Depot Alarobia","PEI_VEET_002",1
,"Depot Alarobia","PEI_VEET_004",5
,"Depot Alarobia","PEI_VEET_005",2
,"SMOI (Discoi)","PEI_VEET_007",7
,"SMOI (Discoi)","PEI_VEET_008",3
,"SMOI (Discoi)","PEI_VEET_009",29
,"SMOI (Discoi)","PEI_VEET_010",4
,"SMOI (Discoi)","PEI_VEET_011",3
,"Depot Alarobia","PEI_VEET_017",1
,"Depot Alarobia","PEI_VEET_025",6
,"Depot Alarobia","PEI_VEET_026",10
,"Depot Alarobia","PEI_VEET_041",1
,"Depot Alarobia","PEI_VEET_056",1
,"SMOI (Discoi)","PEI_VEET_057",60
,"Depot Alarobia","PEI_VEIE_002",20
,"Depot Alarobia","PEI_VEIE_003",13
,"Depot Alarobia","PEI_VEIE_004",20
,"Depot Alarobia","PEI_VEIN_003",1
,"Depot Alarobia","PEI_VEIN_004",1
,"Depot Alarobia","PEI_VGFE_003",31
,"Depot Alarobia","PEI_VGFE_004",37
,"Depot Alarobia","PEI_VGFI_003",9
,"Depot Alarobia","PEI_VGFI_004",1
,"Depot Alarobia","PEI_VGFI_005",20
,"Depot Alarobia","PEI_VGRE_003",17
,"Depot Alarobia","PEI_VGRE_004",2
,"Depot Alarobia","PEI_VGRI_003",3
,"SMOI (Discoi)","PEI_VGRI_004",1
,"Depot Alarobia","PEI_VGRI_004",18
,"Depot Alarobia","PEI_VHTE_003",4
,"Depot Tamatave","PEI_VHTE_003",5
,"Depot Tamatave","PEI_VHTE_005",5
,"Depot Alarobia","PEI_VHTE_005",14
,"Depot Alarobia","PEI_VHTE_007",15
,"Depot Alarobia","PEI_VHTI_003",13
,"Depot Alarobia","PEI_VHTI_004",13
,"Depot Alarobia","PEI_VHTI_005",35
,"Depot Tamatave","PEI_VIVE_003",8
,"Depot Alarobia","PEI_VIVE_003",29
,"Depot Tamatave","PEI_VIVE_005",2
,"Depot Alarobia","PEI_VIVE_005",2
,"Depot Tamatave","PEI_VIVE_009",5
,"SMOI (Discoi)","PEI_VIVE_009",24
,"Depot Alarobia","PEI_VIVE_009",62
,"Depot Alarobia","PEI_VIVI_003",6
,"SMOI (Discoi)","PEI_VIVI_003",7
,"Depot Tamatave","PEI_VIVI_003",16
,"Depot Alarobia","PEI_VIVI_004",3
,"SMOI (Discoi)","PEI_VIVI_004",6
,"Depot Tamatave","PEI_VIVI_005",3
,"Depot Alarobia","PEI_VIVI_005",7
,"Depot Tamatave","PEI_VIVI_009",15
,"Depot Alarobia","PEI_VIVI_009",83
,"Depot Alarobia","PEI_VJNE_004",6
,"Depot Alarobia","PEI_VJPE_003",9
,"Depot Tamatave","PEI_VJPE_003",10
,"Depot Alarobia","PEI_VJPE_005",1
,"SMOI (Discoi)","PEI_VJPE_005",2
,"Depot Alarobia","PEI_VJPE_007",15
,"Depot Alarobia","PEI_VJPI_003",7
,"Depot Alarobia","PEI_VJPI_005",5
,"Depot Alarobia","PEI_VJPI_007",3
,"Depot Tamatave","PEI_VJSE_003",3
,"Depot Alarobia","PEI_VJSE_003",11
,"Depot Alarobia","PEI_VJSE_004",12
,"Depot Tamatave","PEI_VJSE_005",3
,"Depot Alarobia","PEI_VJSI_003",10
,"Depot Alarobia","PEI_VJSI_004",4
,"Depot Tamatave","PEI_VORE_003",3
,"Depot Alarobia","PEI_VORE_003",19
,"Depot Alarobia","PEI_VORE_004",4
,"DIGITAL (Magasin)","PEI_VORE_005",1
,"Depot Alarobia","PEI_VORE_005",2
,"Depot Alarobia","PEI_VORI_004",5
,"SMOI (Discoi)","PEI_VPCE_003",5
,"Depot Alarobia","PEI_VPCE_003",6
,"Depot Tamatave","PEI_VPCE_003",10
,"Depot Alarobia","PEI_VPCE_004",1
,"Depot Alarobia","PEI_VPCE_005",8
,"Depot Alarobia","PEI_VPCE_009",31
,"Depot Alarobia","PEI_VPCI_003",13
,"Depot Alarobia","PEI_VPCI_004",14
,"SMOI (Discoi)","PEI_VPCI_005",1
,"Depot Alarobia","PEI_VPCI_005",2
,"Depot Tamatave","PEI_VPCI_005",5
,"Depot Alarobia","PEI_VPCI_007",10
,"Depot Alarobia","PEI_VRBE_003",11
,"Depot Tamatave","PEI_VRBE_004",6
,"Depot Alarobia","PEI_VRBE_004",62
,"Depot Tamatave","PEI_VRBE_005",2
,"SMOI (Discoi)","PEI_VRBI_003",5
,"Depot Alarobia","PEI_VRBI_003",7
,"Depot Alarobia","PEI_VRBI_004",10
,"Depot Alarobia","PEI_VRBI_005",47
,"Depot Alarobia","PEI_VRSE_003",11
,"Depot Alarobia","PEI_VRSE_005",4
,"SMOI (Discoi)","PEI_VRSE_007",1
,"Depot Tamatave","PEI_VRSE_007",13
,"SMOI (Discoi)","PEI_VRSI_003",5
,"Depot Alarobia","PEI_VRSI_003",10
,"Depot Alarobia","PEI_VRSI_004",2
,"SMOI (Discoi)","PEI_VRSI_004",2
,"Depot Alarobia","PEI_VRSI_005",16
,"Depot Alarobia","PEI_VSME_004",15
,"SMOI (Discoi)","PEI_VSME_005",2
,"Depot Alarobia","PEI_VSME_005",4
,"Depot Tamatave","PEI_VSME_005",10
,"Depot Tamatave","PEI_VSMI_003",4
,"Depot Alarobia","PEI_VSMI_004",19
,"Depot Tamatave","PEI_VSMI_005",4
,"Depot Alarobia","PEI_VSMI_005",26
,"Depot Alarobia","PEI_VTBE_003",4
,"Depot Alarobia","PEI_VTBE_004",51
,"Depot Alarobia","PEI_VTBE_005",25
,"Depot Alarobia","PEI_VTBE_006",15
,"Depot Alarobia","PEI_VTBI_003",30
,"Depot Alarobia","PEI_VTBI_004",17
,"Depot Alarobia","PEI_VTBI_005",29
,"Depot Tamatave","PEI_VTPE_003",4
,"Depot Alarobia","PEI_VTPE_003",7
,"Depot Tamatave","PEI_VTPE_004",4
,"Depot Alarobia","PEI_VTPE_005",1
,"Depot Tamatave","PEI_VTPE_005",3
,"Depot Tamatave","PEI_VTPE_009",2
,"Depot Alarobia","PEI_VTPE_009",10
,"Depot Tamatave","PEI_VTPI_003",5
,"Depot Alarobia","PEI_VTPI_003",8
,"Depot Alarobia","PEI_VTPI_004",2
,"DIGITAL (Magasin)","PEI_VTPI_005",1
,"Depot Tamatave","PEI_VTPI_005",5
,"Depot Tamatave","PEI_VTPI_009",7
,"Depot Alarobia","PEI_VTPI_009",71
,"Depot Alarobia","PEI_VVCE_003",18
,"Depot Tamatave","PEI_VVCE_005",4
,"Depot Alarobia","PEI_VVCE_005",27
,"Depot Tamatave","PEI_VVCI_003",4
,"Depot Tamatave","PEI_VVCI_005",1
,"Depot Alarobia","PEI_VVCI_005",6
,"Depot Alarobia","PEI_VVCI_009",7
,"Depot Alarobia","PEI_VVTE_003",2
,"Showroom Alarobia","PEI_WHSP_001",1
,"Depot Tamatave","PEI_WHSP_001",30
,"Depot Alarobia","PEI_WHSP_001",193
,"Showroom Alarobia","PEI_WHSP_002",1
,"Depot Tamatave","PEI_WHSP_002",1
,"Depot Alarobia","PEI_WHSP_002",248
,"Showroom Alarobia","PEI_XYPE_001",1
,"Depot Tamatave","PEI_XYPE_001",2
,"Depot Alarobia","PEI_XYPE_001",126
,"Showroom Alarobia","PEI_XYPH_001",1
,"Depot Alarobia","PEI_XYPH_001",150
,"Depot Alarobia","PIE_CHRO_002",1
,"SMOI (Discoi)","PIE_CHRO_002",1
,"Showroom Alarobia","PIE_CHRO_002",1
,"Showroom Alarobia","PIE_CHRO_003",1
,"SMOI (Discoi)","PIE_CHRO_003",3
,"Depot Alarobia","PIE_CHRO_004",4
,"Showroom Alarobia","PIE_CLAR_001",1
,"SMOI (Discoi)","PIE_CLAR_001",3
,"Showroom Tamatave","PIE_CLEA_001",1
,"DIGITAL (Magasin)","PIE_CLEA_001",1
,"Depot Alarobia","PIE_CLEA_001",3
,"Showroom Tamatave","PIE_CLEA_002",1
,"Depot Alarobia","PIE_CLEA_002",1
,"SMOI (Discoi)","PIE_CLEA_002",2
,"Showroom Tamatave","PIE_CLEA_003",1
,"DIGITAL (Magasin)","PIE_CLEA_003",1
,"Depot Alarobia","PIE_CLEA_003",3
,"Showroom Alarobia","PIE_DARA_001",1
,"SMOI (Discoi)","PIE_DARA_001",3
,"Showroom Alarobia","PIE_DECO_004",1
,"SMOI (Discoi)","PIE_DECO_004",6
,"Showroom Alarobia","PIE_DECO_005",1
,"SMOI (Discoi)","PIE_DECO_005",20
,"Showroom Alarobia","PIE_DECO_006",1
,"Showroom Alarobia","PIE_DECO_007",1
,"SMOI (Discoi)","PIE_DECO_007",35
,"Showroom Tamatave","PIE_EPOX_001",1
,"Showroom Tamatave","PIE_EPOX_002",1
,"SMOI (Discoi)","PIE_EPOX_002",26
,"Showroom Tamatave","PIE_EPOX_003",1
,"Depot Alarobia","PIE_EPOX_003",1
,"Showroom Alarobia","PIE_EPOX_003",1
,"SMOI (Discoi)","PIE_EPOX_003",17
,"Showroom Tamatave","PIE_FIBR_001",1
,"DIGITAL (Magasin)","PIE_FIBR_001",1
,"Depot Alarobia","PIE_FIBR_001",20
,"Depot Tamatave","PIE_FIBR_001",49
,"SMOI (Discoi)","PIE_FIBR_001",181
,"DIGITAL (Magasin)","PIE_FIBR_002",1
,"Showroom Alarobia","PIE_FIBR_002",1
,"SMOI (Discoi)","PIE_FIBR_002",58
,"DIGITAL (Magasin)","PIE_HUIL_001",2
,"SMOI (Discoi)","PIE_HUIL_002",5
,"SMOI (Discoi)","PIE_KAOL_001",92
,"Showroom Tamatave","PIE_KAOL_002",1
,"Showroom Alarobia","PIE_KAOL_002",1
,"SMOI (Discoi)","PIE_KAOL_002",6
,"Depot Tamatave","PIE_KAOL_002",120
,"Depot Alarobia","PIE_KAOL_002",466
,"Depot Tamatave","PIE_KAOL_003",1
,"SMOI (Discoi)","PIE_KAOL_005",5
,"Showroom Tamatave","PIE_KAOL_006",1
,"Showroom Alarobia","PIE_KAOL_006",1
,"Depot Tamatave","PIE_KAOL_006",8
,"Depot Alarobia","PIE_KAOL_006",196
,"NON CONFORME","PIE_KAOL_007",2
,"Depot Alarobia","PIE_KAOL_007",3
,"Depot Tamatave","PIE_KAOL_008",1
,"Depot Alarobia","PIE_KAOL_008",6
,"Depot Alarobia","PIE_KAOL_009",1
,"SMOI (Discoi)","PIE_KAOL_009",13.4
,"Showroom Alarobia","PIE_KAOL_010",1
,"Depot Tamatave","PIE_KAOL_010",2
,"SMOI (Discoi)","PIE_KAOL_010",10
,"Depot Alarobia","PIE_KAOL_010",240
,"Depot Tamatave","PIE_KAOL_011",1
,"SMOI (Discoi)","PIE_KAOL_011",22
,"Showroom Tamatave","PIE_KAOL_012",1
,"Showroom Alarobia","PIE_KAOL_012",1
,"SMOI (Discoi)","PIE_KAOL_012",7
,"Depot Tamatave","PIE_KAOL_012",36
,"Depot Alarobia","PIE_KAOL_012",336
,"Depot Alarobia","PIE_NETT_001",1
,"SMOI (Discoi)","PIE_NETT_002",2
,"Depot Alarobia","PIE_NETT_005",1
,"SMOI (Discoi)","PIE_NETT_005",4
,"SMOI (Discoi)","PIE_OPTE_001",6
,"Depot Alarobia","PIE_OXIL_002",3
,"Depot Alarobia","PIE_OXIL_003",1
,"Showroom Alarobia","PIE_OXIL_003",1
,"SMOI (Discoi)","PIE_OXIL_003",3
,"Depot Alarobia","PIE_ROUL_001",1
,"Depot Alarobia","PIE_STYL_001",3
,"Depot Alarobia","PIE_STYL_002",1
,"SMOI (Discoi)","PIE_TOOL_001",1
,"DIGITAL (Magasin)","PIE_TOOL_001",4
,"DIGITAL (Magasin)","PIE_TOOL_002",4
,"SMOI (Discoi)","PIE_TOOL_003",1
,"DIGITAL (Magasin)","PIE_TOOL_003",4
,"SMOI (Discoi)","PIE_TOOL_004",2
,"DIGITAL (Magasin)","PIE_TOOL_004",3
,"SMOI (Discoi)","PIE_TOOL_005",2
,"Showroom Tamatave","PIE_XLFU_002",1
,"Showroom Alarobia","PIE_XLFU_002",1
,"SMOI (Discoi)","PIE_XLFU_002",4
,"Depot Tamatave","PIE_XLFU_002",11
,"Depot Alarobia","PIE_XLFU_002",1815
,"SMOI (Discoi)","PIE_XLFU_003",7
,"SMOI (Discoi)","PIE_XLFU_004",3
,"Showroom Tamatave","PIE_XLPL_001",1
,"Depot Ivandry","PIE_XLPL_001",5
,"SMOI (Discoi)","PIE_XLPL_001",22
,"Depot Alarobia","PIE_XLPL_001",70
,"Depot Tamatave","PIE_XLPL_001",356
,"Showroom Alarobia","PIE_XLPL_002",1
,"Showroom Alarobia","PIE_XLPL_003",1
,"SMOI (Discoi)","PIE_XLPL_003",6
,"Showroom Tamatave","PIE_XLPL_005",2
,"Depot Ivandry","PIE_XLPL_005",2
,"SMOI (Discoi)","PIE_XLPL_005",23
,"Depot Tamatave","PIE_XLPL_005",323
,"Depot Alarobia","PIE_XLPL_005",5888
,"SMOI (Discoi)","PIE_XLPL_006",1
,"Showroom Alarobia","PISC_BACH_001",1
,"Depot Alarobia","PISC_BACH_001",2
,"Showroom Alarobia","PISC_BALA_001",1
,"Depot Alarobia","PISC_BALA_001",4
,"Showroom Alarobia","PISC_BOND_001",1
,"Depot Alarobia","PISC_BOND_001",17
,"Showroom Alarobia","PISC_BOND_002",1
,"Depot Alarobia","PISC_BOND_002",7
,"Showroom Alarobia","PISC_BOND_003",1
,"Depot Alarobia","PISC_BOND_003",7
,"Showroom Alarobia","PISC_BOND_004",1
,"Depot Alarobia","PISC_BOND_004",3
,"SMOI (Discoi)","PISC_BOND_004",4
,"Depot Alarobia","PISC_BOND_005",1
,"Depot Alarobia","PISC_BOND_006",1
,"Showroom Alarobia","PISC_BOND_006",2
,"Showroom Alarobia","PISC_BROS_001",2
,"Depot Alarobia","PISC_BROS_001",15
,"Showroom Alarobia","PISC_BROS_003",1
,"Depot Alarobia","PISC_BROS_003",5
,"Showroom Alarobia","PISC_COUV_001",1
,"Depot Alarobia","PISC_COUV_001",1
,"Showroom Alarobia","PISC_ENRO_001",1
,"Showroom Alarobia","PISC_EPUI_002",2
,"Depot Alarobia","PISC_EPUI_002",6
,"Depot Alarobia","PISC_FILT_001",4
,"Showroom Alarobia","PISC_FILT_002",1
,"Depot Alarobia","PISC_FILT_002",2
,"Showroom Alarobia","PISC_FILT_003",1
,"Depot Alarobia","PISC_FILT_003",3
,"Showroom Alarobia","PISC_POMP_001",1
,"Depot Alarobia","PISC_POMP_001",3
,"Depot Alarobia","PISC_PROJ_001",1
,"Showroom Alarobia","PISC_PROJ_001",2
,"Showroom Alarobia","PISC_PROJ_002",1
,"SMOI (Discoi)","PISC_PROJ_002",4
,"Showroom Alarobia","PISC_SKIM_001",1
,"Depot Alarobia","PISC_SKIM_001",3
,"Showroom Alarobia","PISC_SKIM_002",1
,"Depot Alarobia","PISC_SKIM_002",5
,"Showroom Alarobia","PISC_SKIM_003",1
,"Depot Alarobia","PISC_SKIM_003",1
,"DIGITAL (Magasin)","PPR_AMUR_001",4
,"DIGITAL (Magasin)","PPR_AMUR_002",20
,"Depot Alarobia","PPR_BOUP_001",11
,"Depot Alarobia","PPR_BOUP_002",11
,"DIGITAL (Magasin)","PPR_BOUP_002",18
,"DIGITAL (Magasin)","PPR_BOUP_003",10
,"Depot Alarobia","PPR_BOUP_003",10
,"Depot Alarobia","PPR_BOUP_004",5
,"DIGITAL (Magasin)","PPR_BOUP_004",10
,"DIGITAL (Magasin)","PPR_BOUP_005",144
,"Depot Alarobia","PPR_COF9_001",15
,"Depot Alarobia","PPR_COF9_002",1
,"DIGITAL (Magasin)","PPR_COF9_002",4
,"Depot Alarobia","PPR_COF9_003",60
,"Depot Alarobia","PPR_COF9_004",18
,"DIGITAL (Magasin)","PPR_COF9_005",6
,"DIGITAL (Magasin)","PPR_COLL_005",20
,"Depot Alarobia","PPR_COT9_001",16
,"SMOI (Discoi)","PPR_COT9_001",16
,"Depot Alarobia","PPR_COT9_002",17
,"DIGITAL (Magasin)","PPR_COT9_003",9
,"Depot Alarobia","PPR_COT9_003",19
,"DIGITAL (Magasin)","PPR_COT9_006",10
,"DIGITAL (Magasin)","PPR_COT9_007",17
,"Depot Alarobia","PPR_COT9_008",22
,"SMOI (Discoi)","PPR_COU4_001",18
,"Depot Alarobia","PPR_COU4_001",36
,"DIGITAL (Magasin)","PPR_COU4_002",1
,"Depot Alarobia","PPR_COU4_002",18
,"Depot Tamatave","PPR_COU4_003",5
,"DIGITAL (Magasin)","PPR_COU4_003",22
,"Depot Tamatave","PPR_COU4_004",5
,"DIGITAL (Magasin)","PPR_COU4_004",26
,"DIGITAL (Magasin)","PPR_COU4_005",10
,"DIGITAL (Magasin)","PPR_COU4_007",22
,"DIGITAL (Magasin)","PPR_COU9_001",4
,"SMOI (Discoi)","PPR_COU9_001",8
,"Depot Alarobia","PPR_COU9_001",44
,"Depot Alarobia","PPR_COU9_002",1
,"DIGITAL (Magasin)","PPR_COU9_002",2
,"Depot Tamatave","PPR_COU9_003",5
,"DIGITAL (Magasin)","PPR_COU9_004",7
,"DIGITAL (Magasin)","PPR_COU9_005",2
,"DIGITAL (Magasin)","PPR_COU9_007",3
,"Depot Alarobia","PPR_COU9_007",5
,"Depot Alarobia","PPR_COUR_001",30
,"Depot Alarobia","PPR_CROS_002",3
,"Depot Tamatave","PPR_DOMS_001",1
,"Showroom Alarobia","PPR_DOMS_001",1
,"Depot Alarobia","PPR_DOMS_001",4
,"Depot Tamatave","PPR_DOMS_002",1
,"Depot Alarobia","PPR_DOMS_002",5
,"Depot Tamatave","PPR_DOMS_003",1
,"Depot Alarobia","PPR_DOMS_003",1
,"Depot Tamatave","PPR_DOMS_004",1
,"Depot Tamatave","PPR_DOMS_005",1
,"DIGITAL (Magasin)","PPR_DOMS_005",1
,"Depot Tamatave","PPR_DOMS_006",1
,"DIGITAL (Magasin)","PPR_DOMS_006",3
,"Depot Alarobia","PPR_EMBF_008",28
,"Depot Alarobia","PPR_EMBF_009",24
,"DIGITAL (Magasin)","PPR_EMBF_009",25
,"DIGITAL (Magasin)","PPR_EMBF_010",9
,"Depot Tamatave","PPR_EMBF_010",10
,"Depot Alarobia","PPR_EMBF_011",1
,"DIGITAL (Magasin)","PPR_EMBF_013",18
,"DIGITAL (Magasin)","PPR_EMBF_014",2
,"Depot Alarobia","PPR_EMBF_014",5
,"DIGITAL (Magasin)","PPR_EMBT_006",10
,"Depot Alarobia","PPR_EMBT_007",16
,"Depot Alarobia","PPR_EMBT_008",6
,"DIGITAL (Magasin)","PPR_EMBT_008",20
,"DIGITAL (Magasin)","PPR_EMBT_009",2
,"Depot Alarobia","PPR_EMBT_009",28
,"DIGITAL (Magasin)","PPR_EMBT_010",16
,"Depot Tamatave","PPR_EMBT_011",2
,"DIGITAL (Magasin)","PPR_EMBT_011",20
,"DIGITAL (Magasin)","PPR_EMBT_012",39
,"Depot Alarobia","PPR_EMBT_013",9
,"Depot Tamatave","PPR_MACS_026",1
,"Depot Alarobia","PPR_MANC_001",3
,"Depot Tamatave","PPR_MANC_001",10
,"SMOI (Discoi)","PPR_MANC_001",10
,"Depot Tamatave","PPR_MANC_002",8
,"DIGITAL (Magasin)","PPR_MANC_003",1
,"Depot Alarobia","PPR_MANC_003",5
,"Depot Tamatave","PPR_MANC_004",5
,"Depot Alarobia","PPR_MANC_004",9
,"DIGITAL (Magasin)","PPR_MANC_005",10
,"DIGITAL (Magasin)","PPR_MANC_007",16
,"DIGITAL (Magasin)","PPR_PINC_001",8
,"Depot Tamatave","PPR_RACF_008",10
,"DIGITAL (Magasin)","PPR_RACF_008",41
,"Depot Alarobia","PPR_RACF_010",6
,"DIGITAL (Magasin)","PPR_RACF_010",39
,"Depot Alarobia","PPR_RACF_011",10
,"DIGITAL (Magasin)","PPR_RACF_011",33
,"Depot Alarobia","PPR_RACS_001",8
,"DIGITAL (Magasin)","PPR_RACS_001",16
,"Depot Alarobia","PPR_RACS_002",18
,"DIGITAL (Magasin)","PPR_RACS_003",4
,"Depot Alarobia","PPR_RACS_003",5
,"Depot Alarobia","PPR_RACS_004",5
,"DIGITAL (Magasin)","PPR_RACS_004",8
,"DIGITAL (Magasin)","PPR_RACS_005",10
,"DIGITAL (Magasin)","PPR_REDF_009",1
,"Depot Alarobia","PPR_REDF_009",10
,"DIGITAL (Magasin)","PPR_REDF_010",3
,"Depot Alarobia","PPR_REDF_010",37
,"DIGITAL (Magasin)","PPR_REDF_011",4
,"Depot Alarobia","PPR_REDF_011",15
,"DIGITAL (Magasin)","PPR_REDF_012",10
,"DIGITAL (Magasin)","PPR_REDF_013",9
,"DIGITAL (Magasin)","PPR_REDF_014",10
,"Depot Alarobia","PPR_REDF_015",5
,"DIGITAL (Magasin)","PPR_REDF_016",22
,"DIGITAL (Magasin)","PPR_REDF_017",42
,"DIGITAL (Magasin)","PPR_REDF_018",30
,"DIGITAL (Magasin)","PPR_REDF_019",10
,"Depot Alarobia","PPR_REDF_019",19
,"SMOI (Discoi)","PPR_TEFL_001",9
,"DIGITAL (Magasin)","PPR_TEFL_001",19
,"Depot Alarobia","PPR_TEFL_002",13
,"DIGITAL (Magasin)","PPR_TEFL_002",22
,"DIGITAL (Magasin)","PPR_TEFL_003",10
,"Depot Alarobia","PPR_TEGL_001",19
,"Depot Tamatave","PPR_TEGL_002",5
,"Depot Alarobia","PPR_TEGL_002",26
