"name","ref","address/name","address/street","address/street2","address/zip","address/city","address/country_id.id","address/phone","address/fax","address/email","property_payment_term.id","credit_limit","x_nif","x_stat","x_cif","customer","supplier",
"GOVINJEE RONINE","C00508",,"RUE JUSTIN BEVAZA TANAMBAO TSENA ","DIEGO",,,135,,,,5,0,,,,"True","False",
"HOTEL DE LA POSTE","C00509",,"RUE JEANNE DARC DOEGO",,,,135,,,,5,0,,,,"True","False",
"KOURBAN HOUSSEN NAZARALY","C00510",,"76 RUE COLBERT DIEGO",,,,135,,,,5,0,,,,"True","False",
"MOUNIBOU ISMAEL","C00511",,"8 RUE SADI CARNOT PLACE KABARY","DIEGO",,,135,,,,5,0,,,,"True","False",
"ISSAPRINT IMPRIMERIE","C00512",,"13 RUE LAVIGERIE BAZARKELI DIEGO",,,,135,,,,5,0,64696201,"2211971 71 2008 000202",,"True","False",
"MALECK GOULAM RASSOUL RAHIM","C00513","M. ALECK GOULAM",,,,,135,,,,5,0,,,,"True","False",
"ANDRIANIRINAMALALA HANITRA D.","C00514",,"LOT 140D ANKADIEFAJORO AVARATRA ","IKIANJA AMBOHIMANGAKELY",,,135,"0320208332/0320261085",,,5,0,,,,"True","False",
"XU JINXIONG","C00515","M.XU JINXIONG","IB 19 MALAZA ANDOHARANOFOTSY",,,,135,333764783,,,5,0,,,,"True","False",
"JULIA JULIENNE","C00516",,,,,,135,,,,5,0,,,,"True","False",
"OLIVIER BRUN","C00517",,,,,,135,,,,5,0,,,,"True","False",
"MBOTIFENO JEAN","C00518",,,,,,135,,,,5,0,,,,"True","False",
"MERALLY DJIVA SHAYIK ABASS","C00519","M.MERRALY DJIVA",,,,,135,"0325957531/2229687",,,5,0,,,,"True","False",
"RABENANTENAINA HENRI GABRIEL","C00520",,"LOT II J 17 BIS D IVANDRY",,,,135,331400055,,,5,0,,,,"True","False",
"JACQUELINE LOMBARDO","C00521",,"BP 1093 RUE DE LA GARE FIANARATSOA",,,,135,320464440,,,5,0,,,,"True","False",
"COMPAGNIE VIDZAR","C00522",,"Anosibe Angarangarana ANTANANARIVO",,,,135,"22 612 43 ",,,5,0,,"15916 11 1986 0 00033",,"True","False",
"COMMISSION ELECTORALE NATIONALE IND","C00523",,"Alarobia ? ANTANANARIVO",,,,135,,,,5,0,,,,"True","False",
"AMBASSADE DES ETATS UNIS D?AMERIQUE","C00524",,"Andranoro ? Andranomena",,,,135,"23 480 80",,,5,0,,,,"True","False",
"WINNERS? CHAPEL INTERNATIONAL","C00525",,"Andavamamba ? ANTANANARIVO",,,,135,"033 11 787 40",,,5,0,,,,"True","False",
"FONDS DES NATIONS UNIES POUR LA POP","C00526",,"Maison commune des nations unies","Galaxy Andraharo ? BP 1348  TANA",,,135," 23 300 92 ",,"Madagascar.office@unfpa.org",5,0,,,,"True","False",
"SOCIETE COMMERCIALE DE MORONDAVA","C00527",,"BP 7 MORONDAVA",,,,135,,,,5,0,1208249,51367,,"True","False",
"CONCEPT","C00528",,"IMMEUBLE CITIC BEHORIRIKA","A",,,135,,,,5,0,7883682,"72101 11 202 01848",,"True","False",
"MOHAMED ARMANALY KAMISSY","C00529",,"ENCEINTE CONQUETE ANTANIMENA",,,,135,320794045,,,5,0,,,,"True","False",
"MAISON DEWANY","C00530",,"FIANARANTSOA",,,,135,340523296,,,5,0,,,,"True","False",
"AINA MULTISERVICE ","C00531",,"Moramanga",,,,135,"033 12 878 33",,,5,0,,,,"True","False",
"SOCIETE MALGACHE D'EDITION","C00532","M.JAO","RUE RAVONINAHITRINIARIVO ","ANKORONDRANO",,,135,2222635,,,5,0,107009962,"22201 11 1942 0 00001",,"True","False",
"NAIVO RADANIELA","C00533","M.RAKOTONDRAIBE MAMY",,,,,135,"22 30100-0320717707",,"naivo.radaniela@dhl.com",5,0,,,,"True","False",
"RAMAKARARO RASOAVOLOLONA MARTHE","C00534",,,,,,135,340116691,,,5,0,,,,"True","False",
"MAC AUTO","C00535",,"10 RUE AVIATEUR GOULETTE ? BP133 ? ",,,"TAMATAVE",135,5330342,,,5,0,6002036,"51366 31 1999 0 00072","00202246  DGI-A DU 03/06/2010","True","False",
"TRANSPORTEUR MARITIME MAJUNGA","C00536",,"Mr VALLIMAMOD Younous ABBAS",,,,135,,,,5,0,"189 64 68 ","6110141 1987 1000 10 du 27/02/2006",,"True","False",
"TROIS NETCOM","C00537",,,,,,135,,,,5,0,"122 890 62 du 06/02/2006","51 601 11 2006 du 06/02/2006","0058009 DGI/B du 12/05/2010","True","False",
"HOUSSEN  ROSEMINE","C00538",,,,,,135,331102581,,,5,0,,,,"True","False",
"RAVAOZANANY","C00539",,,,,,135,324202606,,,5,0,,,,"True","False",
"SITMA","C00540",,"ZI ZONE FORELLO TANJOMBATO",,,,135,,,,5,0,105017258,50412111999100100,"0174072/DGI /B /08/06/10","True","False",
"IDRISS DJO","C00541",,"LOT 22E HAUTE VILLE 407 ANTSOHIHY",,,,135,320576670,,,5,0,,,,"True","False",
"ENTREPRISE ECRS","C00542","M.EDDIE","FARAFANGANA",,,,135,320464440,,,5,0,53752041,"4621225 2001 000005","0129948 DU 12/03/10","True","False",
"IBRAHIM MAMODHOUSSEN","C00543",,,,,,135,,,,5,0,,,,"True","False",
"YAVARLY MAMODALY","C00544",,,,,,135,320760702,,,5,0,,,,"True","False",
"FANG HONGQIN","C00545",,,,,,135,331115363,,,5,0,,,,"True","False",
"RAMANANTSALAMA HANTALALAINA LIVA","C00546",,"AMBODIVOANJO II J 109 ANTANANARIVO",,,,135,341006921,,,5,0,,,,"True","False",
"VANILLE MAD","C00547",,"SAROPODY TANJOMBATO",,102,"ANTANANARIVO",135,2246102,2246091,,5,0,105001534,"51216 72 2006 0 00034","0174202/DGI/B DU 01/07/10","True","False",
"JACQUI FARAFANGANA","C00548",,,,,,135,,,,5,0,,,,"True","False",
"THEODOSSIOU THEO ( Mr ABBA)","C00549",,"ANTANANARIVO",,,,135,340741713,,,5,0,,,,"True","False",
"ENTREPRISE MINIERE SINO AFRIQUE SRA","C00550","M.WAN JE","VILLA DANY PK121 MANDROSOA IVATO",,,,135,"2245547/0320450590",,,5,0,,,,"True","False",
"SOCIETE MENUISERIE D'ARANTA SARL","C00551","M.ABAD ABOALAH","RUE RANAIVOSON ARANTA MAHAJANGA",,,,135,340408835,,,5,0,8765060,"20221041 2002 0 00071",,"True","False",
"HUXICO","C00552","M.SAM","LOT IVL 176 ANOSIVAVAKA AMBOHIMANAR",,,,135,"2330102/0331160349",,,5,70000000,107007111,"45212 11 2005 001959","2005B00191","True","False",
"RAHARISOA SONY AIMA","C00553",,"lot 743 Ouest-Ambohijanahary",,101,"ANTANANARIVO",135,"034 41 377 72",,,5,50000000,,,,"True","False",
"LA HUTTE CANADIENNE","C00554",,"iVATO",,,,135,"020 22 442 65",,,5,0,"103 007 106","512 321 119 941 001 07",,"True","False",
"CHAYA & CIE","C00555","MME RASOAMALALA VOLOLONAMBININA ","ANTANANARIVO",,,,135,341967585,,"chayaetcie@yahoo.fr",5,0,67701813,"55101 11 2010 0 10627","2010B00590","True","False",
"RASOANANAHIRANA PATRICIA DAUPHINE","C00556","MME RASOANANAHIRANA P",,,,,135,,,,5,0,,,,"True","False",
"AKBARALY AHMED (ABBA)","C00557","M.AKBARALY AHMED",320552367,,,,135,,,,5,0,,,,"True","False",
"RASHEED SADAKATHULLAH","C00558",,,,,,135,320744052,,,5,0,,,,"True","False",
"RABENATOANDRO CASIMIR","C00559","M.JEAN MARC RAZAKAZAFY",,,,,135,340555500,,,5,0,,,,"True","False",
"CROUSTI PAIN","C00560","M.ANDRIANJAKA HAJA","SILO ROUTE DIGUE",,,,135,2200796,,"info@croustipain.mg",5,0,69381813,"15711 11 2010 010799",,"True","False",
"RANAIVOSON HANJARISOA","C00561","RANAIVOSON HANJARISOA","LOT AVB 144 AVARABOHITRA ITAOSY","ANTANANARIVO",,,135,"0337127599/0331402749",,,5,0,,,,"True","False",
"LOGISTIQUE PETROLIERE SA","C00562","M.RAKOTOMALALA JEAN LOUIS","EXPLORER BUSINEES PARK ","EX VILLAGE DES JEUX ANKORONDRANO",,,135,,,,5,0,105006224,"63121/11/1999/0/10057",,"True","False",
"TITAN SARL ","C00563","RAKOTOMANGA RAZAFIMAHEFA",,,,,135,331503737,,,5,0,9378368,"00010 00002 1310061 1001 39",,"True","False",
"ROYAL SPIRITS & CIE","C00564","MR RAKOTONDRATSIMA","LOT IVG 169 A RUE REVEREND PERE CAL","BEHORIRIKA",,,135,324092076,,,5,0,4000009294,"51233 11 1975 10003","0174393 DGI /B 2010","True","False",
"COMPUTER MARKET","C00565","M.AZIZ HASSANALY",,,,,135,320762454,,,5,0,,,,"True","False",
"GODIN ALAIN","C00566",,"HAUTE VILLE ANTSOHIHY",,,,135,320271819,,,5,0,,,,"True","False",
"MADA MOBIL SA","C00567","M. RAZAFINDRAVOAVY ANTHONIO","3E ETAGE IMMEUBLE ARO AMPEFILOHA",,,,135,2631887,,,5,0,44681813,67109112008010700,,"True","False",
"AUTO MOTO","C00568",,"BP120 RUE DU MARCHE TULEAR",,,,135,9444052,,,5,30000000,,,,"True","False",
"BADOURALY MEHMOUDHOUSSEN","C00569",,"25 CITE FIRAISANA BP 1481 TANA",,,,135,320705070,,,5,0,,,,"True","False",
"ECOMA","C00570","MOHANLAL GUIRICH","6 RUE JEAN JAURES AMBATOMENA ","ANTANANARIVO",,,135,320700265,,,5,0,107013953,"51366 11 2005 0 10243",,"True","False",
"STE VIMA SERV'","C00571","KOUREICH Fidahoussen","Immeuble Digital Ivandry",,101,"Antananarivo",135,"032 11 737 89",,,5,0,"40 341 813","51215 11 2008 0 10272","0083 499 du 23/06/10","True","False",
"BUREAU DES ILES","C00572","M.HOUSSEN ROSEMINE","LOT IM47 BA ANALAMAHITSY",,,,135,,,,5,0,1000005012,74310112003010200,"0003461DGIA DU 10/06/10","True","False",
"SOREDIM","C00573",,"LALANA RAVONINAHITRINIARIVO","ANKORODRANO ANTANANARIVO",,,135,2223927,,,5,0,1000000411,"52463 11 19830 10003",,"True","False",
"SOCIETE TAF","C00574",,"LALANA RANONINAHITRIARIVO","ANKORONDRANO",,,135,2221542,,,5,0,,"15831 111969 0 10007",,"True","False",
"ADONIS MEDICAL WASTE","C00575",,"CHATEAU DE L'AMITIE BVD DE L'EUROPE","ANDAVAMAMBA",,,135,2465890,,,5,0,62051813,"37002 11 2010 0 10099",,"True","False",
"RAZAFIMANANTSOA HARILALAO","C00576",,"LOT D34/3601 AMPASAMBAZAHA ","FIANARANTSOA",,,135,340437883,,,5,5000000,,,,"True","False",
"STE KALFANE FILS","C00577","Kalfane Chahim","Rue Richelieu","AMPASIKA BP 171/174",,"MAHAJANGA",135,"032 07 060 50",,,5,0,105009752,"51216 41 1955 0 00002","393 / 2002 B 000 17","True","False",
"NATACHA","C00578",,,,,,135,,,,5,50000000,,,,"True","False",
"STE OCEAN TRADE Company","C00579",,,,,,135,"23 303 03",,,5,0,"2 00000 4 050","51216 11 1984 01 001","0174 245 DGI/B du 12/07/2010","True","False",
"ENTREPRISE RAZAKARISOA","C00580",,,,,,135,"24 117 46",,,5,0,4000021996,"45212 11 2005 0 02636","2001A 00492","True","False",
"BRASSERIE START","C00581",,"Andraharo",,101,"ANTANANARIVO",135,"23 688 28",,,5,0,2000023089,"15318 11 1851010008","0174177 / DGI/B du 28/06/2010","True","False",
"SITA","C00582",,"Zone Lona Parcelle B8","Tanjombato",101,"Antananarivo",135,,,,5,0,"4 0000 59 449","51443 11 2006 010660",,"True","False",
"BOTOTSARA LINDA SYLVIANNE","C00583",,,,,,135,,,,5,0,,,,"True","False",
"QUINCAILLERIE TSIMANAVAKA","C00584",,"LOT D30 3601 AMPASAMBAZAHA ","FIANARANTSOA",,,135,,,,5,0,74059301,"21 2007 0 00345",,"True","False",
"MAEXI TRADING","C00585","M.CADILLAC ALAIN",,,,,135,,,,5,0,30000005552,"51452 11 2003010011",58633,"True","False",
"COLLEGE ST FRANCOIS D'ASSISE  TSIAD","C00586","SOEUR KIM KI RHE","BP6049 AMBANIDIA",,,,135,324430706,,,5,0,,,,"True","False",
"ZARA TOURS","C00587","ANJARY SALHBAY SABIR","5 RUE VICTOR HUGO AMPASIKA MAJUNGA",,,,135,320513377,,,5,0,,,,"True","False",
"MAISON TAIBALY","C00588",,"TANA 2000 ANKORONDRANO",,,,135,2236466,,,5,0,3000127458,51366111996001500,,"True","False",
"ECE RAHARINOSY MAMINDRAIBE","C00589",,"Lot C 47 Ter Andafiavaratra",,101,"ANTANANARIVO",135,"034 09 641 72",,,5,0,105015720,"45221 11 1986 0 00238","0058607/DGI/B","True","False",
"TOTAL TAXI BROUSSE","C00590",,"AMBODIVONA ANTANANARIVO",,,,135,"2259055/0340224342",,,5,0,4000066096,50500112008000300,,"True","False",
"ANDRIAMBAOVONJISOA MAMY","C00591",,,,,,135,340743424,,,5,0,,,,"True","False",
"PARAPHARMA SARL","C00592",,"LOT 283C MANDROSOA IVATO",,,,135,2475230,,,5,0,6000089962,"74355 11 2000 0 10113","0005163 DGI A DU 10/08/10","True","False",
"COGEF SARLU","C00593","MULANI NAUSHAD","LOT IG 32 BIS AMBALAVAO",,,,135,320578654,,,5,0,3000016274,"51366 11 2008 0 10295",,"True","False",
"RASOAMAMPIONONA TACIA ELEONORE","C00594",,"C/O SOCORAFI AMBINANITELO ",,,"VANGAINDRANO",135,341256242,,,5,0,,,,"True","False",
"SHAYNA SARLU","C00595","M.MULANI NAUSHAD","ENCEINTE FRANCE PUB TANJOMBATO",,,,135,320578654,,,5,0,67891813,"51366 11 2010 0 10642",,"True","False",
"AIM","C00596",,,,,,135,,,,5,0,,,,"True","False",
"KARSANDAS NOURDINE BOGUY","C00597",,"DIEGO",,,,135,,,,5,0,,,,"True","False",
"QUINCAILLERIE MORA VIDY","C00598","M.NOURBAY JOHAR","DIEGO",,,,135,,,,5,0,,,,"True","False",
"SHABIRY","C00599",,"DECOR AUTO BP206 HELLVILLE NOSYBE",,,,135,,,,5,0,,,,"True","False",
"KERIO JEAN PIERRE","C00600",,"ANGLE FAID'HERBE DIEGO",,,,135,,,,5,0,,,,"True","False",
"LEOVILLE FRANCAIS","C00601","NOURBAY JOHAR",,,,,135,,,,5,0,,,,"True","False",
"CENT POUR CENT","C00602","Didier Fontaine","Imerinafovoany",,101,"TANA",135,"22 444 24",,,5,0,"10000 93 008",51608111995010100,"0007407 DGI-A","True","False",
"JAFRI TRANSIT","C00603","Ravo Jacquis","10 RUE DU COMMERCE ",,"TAMATAVE",,135,"53 339 29",,,5,0,5000089091,63322312003000100,"2003B00078","True","False",
"STID","C00604","M.NOURBAY JOHAR",,,,,135,32076448,,,5,0,,,,"True","False",
"RANDRIANANJA CLEMENT CHARLES","C00605",,"6RUE DE LA SOURCE BAZARY KELY",,,,135,,,,5,0,,,,"True","False",
"NATHOU SERAZ HOUSSEN FIDAHOUSSEN","C00606",,"MORONDAVA",,,,135,321103598,,,5,0,,,,"True","False",
"Premiere Agence de MicroFinance","C00607","Randrianirina Mamy","1 Lalana Solombavambahoaka Frantsay",,101,"Tan…",135,"22 265 04",,"mamy@pamf.mg",5,0,5000088831,10156,"2006D00277","True","False",
"ENAC","C00608",,"ANTANIVONI BAIBAHOLA IVATO",,,,135,320548556,,,5,0,3000008366,"60301 11 1987 0 00011","0058969 DGI-B 31/05/10","True","False",
"HOUSSEN LYDIA CAROLINE","C00609",,"DIEGO",,,,135,,,,5,0,,,,"True","False",
"ASSOCIATION COEUR ET CONSCIENCE","C00610",,"DIEGO",,,,135,,,,5,0,,,,"True","False",
"CHARLOTTE","C00611",,"DIEGO",,,,135,,,,5,0,,,,"True","False",
"COULEUR MODERBE","C00612",,,,101,"Antananarivo",135,"020 22 645 77",,,5,0,"6000 1997 86","522 63112007002242","0080079/DGI/01/04/10","True","False",
"ZHONG CHEN","C00613",,,,,,135,"0331111118/0320714306",,,5,0,,,,"True","False",
"KARIM GALIB","C00614",,,,,,135,"32 07 234 33",,,5,0,,,,"True","False",
"TRANSPORTEUR CUA","C00615","SAMMUEL","LOT EANS3 ANTSOFINONDRY",,,,135,340107399,,,5,0,1301520,60301111995000600,"2004/A00347","True","False",
"FREIGHTLINE MADAGASCAR","C00616","Rivo Rajoelisolo","Logt III, Cit‚ No3 ","Manakambahiny",101,"Antananarivo",135,,,,5,0,4000064932,"63323 11 2007 010939","128513-DGI/B","True","False",
"STE BSMCC","C00617",,"Lot 09 Villa ABERE","Plle 14/12 Analamboanio",501,"Tamatave",135,"033 11 364 52",,,5,0,20000024334,"45212 31 2001 0 00039","2001B00030","True","False",
"CHEZ LORENZO","C00618",,"Lot II N 35 N","Androhibe",101,"Antananarivo",135,"22 427 76","22 421 76","hmoretti@moov.mg",5,0,"10000 31327 / 813813","55211 11 2005010212","2005B00345","True","False",
"HAKIMOUDINE SAGUIR","C00619",,,"FORT DAUPHIN",,,135,,,,5,0,,,,"True","False",
"SIMAMINDRA MARIE GILBERTE","C00620",,,,,,135,320790113,,,5,0,,,,"True","False",
"MADAPHAR","C00621",,,,,,135,,,,5,0,2000060422,51329112004000400,,"True","False",
"SOCIETE ROGER AH TOY &Cie","C00622",,"IHARANA FITATERANA VOHEMAR",,,,135,320513147,,,5,0,300014076,60301721977000000,"000918DGI-A DU 16/03/11","True","False",
"Groupe SYNERGY Communication","C00623",,,,101,"Tan…",135,"032 07 143 06",,,5,0,4058655,"74310-11-1994-1-00192","98A288","True","False",
"SERALY FERID","C00624",,,,,,135,,,,5,0,,60301122011000100,"0012815/DGI A DU 01/02/2011","True","False",
"FOMBA EVA GEORGETTE","C00625",,"LOT II J 109 TER IVANDRY AMBODIVONA",,,,135,320250987,,,5,0,,,,"True","False",
"HAMJALY HOUZEFA","C00626",,"MAROANTSETRA",,,,135,325070267,,,5,0,,,,"True","False",
"STE K2","C00627","Mr KALFAN","Tsaralalana ",,,,135,,,,5,0,5000027973,51367112010002300,,"True","False",
"IMOKARTEL","C00628",,"Antsenakely","Rue Jean Ralaimongo",110,"ANTSIRABE",135,,,,5,0,5000037872,,"2008B00023","True","False",
"COMPTOIR TAHERI","C00629",,,,,"DIEGO",135,,,,5,0,,,,"True","False",
"ETID OR SARL","C00630",,,,,,135,"22 557 09",,,5,0,2000100362,51315112008010400,,"True","False",
"SODITEC","C00631","M.FIDAHOUSSENE HIRDJEE","BP844 ANTANANARIVO",,,,135,,,,5,0,3000081365,51336112007010800,,"True","False",
"FATEALY ZOULFICAR","C00632",,"RUE JUSTIN BEZARA DIEGO",,,,135,320583772,,,5,0,,,,"True","False",
"ENTREPRISE ERLINE","C00633",,"LOT II A 119SK NANISANA","ANTANANARIVO",,,135,,,,5,0,,,,"True","False",
"SOCIETE ECHAF","C00634",,"ANDRONGA TAMATAVE",,,,135,340212310,,,5,0,100033139,45212312010000500,,"True","False",
"DUBREUIL HARIMALALA DINA ZOELISOA","C00635",,"LOT 03 703 D TSARAFARA ANTANANARIVO",,,,135,320413009,,,5,0,,,,"True","False",
"MAYOTTE PLASTIQUE ","C00636",,"ZI KAWENI MAMOUDZOU","MAYOTTE",,,135,"0269610310/",,,5,0,,,,"True","False",
"RAHARISON ANDRIANASOLO","C00637",,"LOT 140 B AMBOHIMANGAKELY","ANTANANARIVO",,,135,330276177,,,5,0,,,,"True","False",
"SOAFIA BOULANGERIE","C00638",,"BP1022 FIANARANTSOA",,,,135,340256573,,,5,62000000,,,,"True","False",
"RANDJITSHI JAVERTSHAN","C00639",,,,,,135,320720977,,,5,20000000,,,,"True","False",
"SOCIETE TOKY NAVAL POLYESTER","C00640","MME DINA","AMBANORO NOSY BE",,,,135,320592803,,,5,37000000,5000134893,35113712007000300,,"True","False",
"ASSIK AMIRALY","C00641",,"PRES LOT II M 32 MAHAVOKY","ANTANANARIVO",,,135,2227171,,,5,0,,,,"True","False",
"NISSAM MOHAMAD","C00642",,"LOT SIBD 8 BIS","TSARALALANA",,,135,2227171,,,5,0,,,,"True","False",
"HOUZEFA SHABIR","C00643",,"61 RUE DE LIEGE TSARALALANA",,,,135,320759982,,,5,27000000,,,,"True","False",
"POLYGONE IT SERVICE","C00644",,,,,,135,342010786,,,5,20000000,14787372,60222112011002000,,"True","False",
"ENTREPRISE MATRACE","C00645",,"LOT IHC ANDOHATANJONA ITAOSY",,,,135,332096675,,,5,0,5304813,453121120090101,,"True","False",
"FIBASOM","C00646",,"17 AVENUE DE LA REPUBLIQUE",,,,135,"6222927/0320714678",,,5,0,4000087635,51436411972000000,"0038924/DGI-A","True","False",
"YAKOUBALY HASSANALY","C00647","M.NOURBAY JOHAR","AMBANJA DIEGO",,,,135,340762148,,,5,0,,,,"True","False",
"LECOFRUIT","C00648",,"24 rue Radama I","BP 207",101,"Antananarivo",135,"22 464 25",,,5,0,"10000 13124/14/01/11","51216 11 19891 10019","2002 B 00132","True","False",
"FRANCISCAINES MISSIONNAIRES","C00649",,"Fransciscaines Missionnaires ",,101,"Antananarivo",135,"24 762 42",,,5,0,,,,"True","False",
"BURONET","C00650",,"14 RUE TSARALALANA ANTANANARIVO",,,,135,,,,5,0,51366112007010200,4000216854,,"True","False",
"FIDAHOUSSENE","C00651",,,,,,135,,,,5,0,,,,"True","False",
"SEFOUDINE ADAMALY ","C00652",,"2 RUE KACHERA",,,,135,,,,5,50000000,,,,"True","False",
"Direction Gen‚rale du Tr‚sor","C00653",,"Bureau d'Appui","Cellule Communication",101,"Antananarivo",135,,,,5,0,,,,"True","False",
"HAREL MALLAC","C00654",,"Enceinte Ranohisoa ","Ankorondrano",101,"Antananarivo",135,"22 543 21",,"ludovic@hmmadagascar.com",5,0,3000042642,52463112000010000,"2000B00711","True","False",
"NOURALY DILSADE BAKO","C00655",,,,,,135,,,,5,0,,,,"True","False",
"PAGES CLAUDE","C00656",,"LOT 100 MA BIS VILLA LES CYPRES","MANDROSOA IVATO",,,135,,,,5,0,,,,"True","False",
"AFJAR MOUSTAFA","C00657","Idriss Djo","Antsohihy",,,,135,"032 05 385 25",,,5,5000000,3000547314,52251112011005200,"00855403 du 11/08/2011","True","False",
"MADA MEUBLE","C00658",,,,,,135,,,,5,0,,,,"True","False",
"MADAME ISABELLE","C00659",,"ESPACE MAHEFA","A",,,135,340762148,,,5,0,,,,"True","False",
"RAMAROSON MAHEFARISON NIRINA","C00660","M.DOSADJEE FIROZE",,,,,135,,,,5,0,,,,"True","False",
"AGRIFARM","C00661",,"LOT 01A AMBOHIBAO",,,,135,,,,5,0,,,,"True","False",
"AGRIVAL","C00662",,"LOT 01 A AMBOHIBAO",,,,135,,,,5,0,,,,"True","False",
"JAO THIERRY JUDICAEL","C00663",,,,,,135,320492324,,,5,50000000,,,,"True","False",
"MAMODALY TAHARALY","C00664",,"TANAMBAO TSENA DIEGO",,,,135,,,,5,0,,,,"True","False",
"JAOVELO JEAN PIERRE","C00665",,"LOT 350016 PK3 SOAFENO DIEGO",,,,135,,,,5,0,,,,"True","False",
"IB2C","C00666",,"Ihosy",,,,135,"034 05 146 44",,,5,0,,"24 2001 0019","0186584/DBI/A1","True","False",
"MAMODALY TAHARALY","C00667",,"Tanambao Tsena","DIEGO",,,135,,,,5,60000000,,,,"True","False",
"JAOVELO Jean Pierre","C00668",,"Lot 3 500 16 PK3","Soafeno DIEGO",,,135,,,,5,0,,,,"True","False",
"SOCIETE NY ANDO SARL","C00669","M.Mohammad","20 rue Dr Ranaivo Tsaralalana",,101,"Antananarivo",135,"033 11 980 60",,,5,50000000,"1000 1 20146","51366 11 2008 0 11016","2008 B 00997","True","False",
"FUNHECE - Funds Health Center","C00670","Rasolondraibe Maminiaina","Immeuble Santa Antanimena","Lot II 3Šme ‚tage",101,"Antananarivo",135,,,,5,0,"4000 555 262","85114 11 2005 002642",,"True","False",
"MICROCRED AMBODIVONA","C00671","Tahiana Ramanitrarivo","Lot IVI 16GK Ambodivona",,101,"Antananarivo",135,,,,5,0,"3 000 000 785","6521 19 11 2006 010551","2006b00665","True","False",
"ENTREPRISE SOAMA","C00672","MME TANTELY",,,,,135,341657469,,,5,0,,,,"True","False",
"NET A SEC","C00673",,"Ambohibao Antehiroka",,101,"Antananarivo",135,"032 03 713 37",,"netasec@blueline.mg",5,0,"30000 27905","93011 11 2005 0 10036","0003312/DGI-A","True","False",
"MENABE FOAM","C00674","M.Daya","BP141 Andakabe",,,"Morondava",135,"032 05 477 07",,,5,50000000,2000212600,"37002 544 1995 0 00001","MVA2008B04","True","False",
"RASAMBSON EL JEDIDIA","C00675",,,,101,"Antananarivo",135,"034 16 574 69",,,5,0,,,,"True","False",
"BOTRALAHY NOELINE","C00676",,"Antanankora","Mananara Nord",,,135,,,,5,0,,,,"True","False",
"xxxxxxxxxxxxxxxxxxxxxxx","C00977",,,,108,"Antsirabe",135,"032 02 638 90",,,5,0,,,,"True","False",
"LA PEPINIERE D_AMBATOLAHy","C00677",,"0706 B Ambatolahy","Ouest Ambohimanga",108,"Antsirabe",135,"032 02 638 90",,,5,0,3000405915,"01223 12 2009 0 00373","2009 B 00017","True","False",
"E .G.C RATOEJANAHARY GROUPE ARCADE","C00678",,"Lot II J 181 D10 Ivandry",,101,"Antananarivo",135,"034 02 412 24 ",,,5,0,"40 000 88637","4520111 2002 002281",,"True","False",
"PERLE TRADE CO","C00679",,"Lot II J 181 B Ivandry",,101,"Antananarivo",135,"22 424 81",,,5,0,4000049633,"51218 11 1996 0 10057","2003 B 00642","True","False",
"SECUREX","C00680",,,,,,135,,,,5,0,107011765,"52251112006010510  ","0007107DGI-A","True","False",
"RAKOTOMALALA Sitraka","C00681",,"Lot CM 54","Ampitatafika",102,"Antananarivo",135,"034 64 276 55",,,5,0,,,,"True","False",
"TOTONIAINA Abel","C00682",,,,,"SAMBAVA",135,"034 38 134 83",,,5,0,,,,"True","False",
"OIM","C00683",,"24, rue Radama Ier ",,101,"Antananarivo",135,"020 22 223 73","020 22 280 64",,5,0,"105 005 049",11008,"758694B du 05/10/05","True","False",
"BANOMARIVELO Sylvanese Wilfrieda","C00684",,"Lot 2 182 12 rue Parc Mazout","Tanambao V",201,"Antsiranana",135,"032 41 128 41",,,5,0,,,,"True","False",
"ANDRIANARISON Didier","C00685",,,,,"ANTSIRABE",135,,,,5,0,,,,"True","False",
"AEROMARINE","C00686",,"Immeuble ARO Antsahavola","77 Solombavambahoaka Frantsay ",101,"Antananarivo",135,,,,5,0,3000076322,"71110 11 1989 0 00063","0130183/DGI/B","True","False",
"TAMAPIECE","C00687",,"24 rue Amiral Billard",,,"Tamatave",135,"020 53 229 30",,,5,0,4000014950,"50302 31 1966  0 00001","36313 du 01/08/88","True","False",
"GUILLOU Gilles Paul","C00688",,"Lot III F 14 ter",,101,"Antananarivo",135,"032 04 281 16",,,5,0,,,,"True","False",
"OUKABAY SHELLY (Mlle)","C00689",,"39, avenue de l'Ind‚pendance","Analakely",101,"Antananarivo",135,"033 11 007 10",,,5,0,,,,"True","False",
"ANDRIANARISON Hajazaka","C00690",,"Lot 61 Ter Manjaka Ilafy",,101,"Antananarivo",135,"033 14 569 22",,,5,0,,,,"True","False",
"RASAMBSON Philemon","C00691",,"Lazaret 52 LD",,201,"Antsiranana",135,"032 02 325 95",,,5,0,,,,"True","False",
"DUBREUIL Jean Fran‡ois","C00692",,"Lot II I 172 BE","Ivandry",101,"Antananarivo",135,"032 04 130 09",,,5,0,,,,"True","False",
"MADISCO","C00693",,"17 rue Karija","Tsaralalana",101,"Antananarivo",135,"020 22 546 20",,,5,0,,,,"True","False",
"Badouraly Azim","C00694",,,,,,135,"034 07 050 69",,"badouraly65@gmail.com",5,0,,,,"True","False",
